População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2015
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Lapa";3508;3019;2893;3146;3563;4723;5683;5850;5059;4756;4938;4657;3994;3228;2530;5344;66891
"Liberdade";4253;3124;2934;3270;4177;6336;7676;6918;5725;4850;4548;4439;3822;3165;2150;3931;71318
"Limão";5961;4463;4758;5443;5642;6887;7045;6601;5696;5151;4873;4679;3918;2985;1984;3331;79417
"Mandaqui";6483;5510;5980;7287;7537;8844;9118;8915;8500;8134;7879;6942;5393;4284;3112;4796;108714
"Marsilac";515;581;671;912;760;717;602;586;476;547;499;461;346;250;162;203;8288
"Moema";4182;3829;3321;3601;4158;5833;7830;8588;7469;6220;6479;6279;5830;4697;3065;5832;87213
"Moóca";4618;3728;3570;4043;4817;6124;6750;6684;6080;5761;5588;5219;4328;3303;2605;5440;78658
"Morumbi";3628;2619;2871;3325;3257;3756;4111;4239;3913;3703;3439;3024;2537;2094;1552;2362;50430
"Parelheiros";12616;10341;11933;14403;13260;12271;11934;11302;10384;9402;7468;6237;4430;3044;1783;1785;142593
"Pari";1564;1077;1103;1195;1308;1717;1667;1392;1257;1174;1061;924;701;651;460;1031;18282
"Parque do Carmo";5282;4637;5157;5793;5577;6201;6421;5909;5224;4683;3905;3505;2786;2115;1285;1611;70091
"Pedreira";11210;10717;11473;13657;13233;14152;13824;13027;11416;10411;8441;7266;5370;3758;2301;2594;152850
"Penha";7830;6534;6975;8090;8630;10557;11159;10241;9200;9034;8899;8138;6732;5488;3999;7270;128776
"Perdizes";5337;4772;4711;4871;5876;9033;11041;10789;8498;7708;7976;8117;7316;6061;4010;7469;113585
"Perus";7318;5866;6542;7878;7396;7689;7038;6860;6359;5850;4694;3773;2802;2014;1225;1468;84772
"Pinheiros";3184;2616;2415;2567;2959;4634;6721;6503;5116;4591;4700;4482;4151;3328;2595;5267;65829
"Pirituba";11432;9800;10261;12054;12208;14224;15156;14135;12300;11851;11294;10231;8171;6093;4244;6279;169733
"Ponte Rasa";5760;5180;5597;6813;6676;7789;8079;7132;6342;6291;6050;5737;4513;3438;2483;3736;91616
"Raposo Tavares";8559;6704;7540;8143;8041;8811;9742;9448;7974;6867;5702;5013;4155;3122;2024;2142;103987
"República";3737;2429;2175;2393;3157;6071;7215;6238;5169;4556;4006;3588;2934;2288;1620;2487;60063
"Rio Pequeno";10278;6961;7534;8434;8478;10505;11410;10556;8992;8334;7566;6631;5155;3924;2655;3923;121336
"Sacomã";16809;15385;16278;18451;18907;22237;24316;22432;19437;17668;16363;14272;11258;8162;5716;8803;256494
"Santa Cecília";5027;3591;3399;3891;4815;7734;9262;8235;6774;6266;5875;5497;4739;3777;2763;5122;86767
"Santana";6351;4761;4923;6045;6836;9295;10334;9328;8097;7994;8505;8343;7275;5623;3993;7920;115623
"Santo Amaro";3777;3352;3449;3825;4129;4998;5903;6161;5833;5343;5442;5021;4468;3796;2996;5171;73664
"São Domingos";5471;5052;5341;6115;6185;7158;7635;7076;6327;6133;5652;4974;3940;3149;2275;3177;85660
"São Lucas";8181;7918;8205;9290;9855;11922;12637;11562;10280;9859;10211;8775;7258;5684;4252;7048;142937
"São Mateus";11349;9451;10464;12672;12136;13546;13853;12329;11253;10494;9576;8396;6528;4934;3393;4486;154860
"São Miguel";7599;5347;5872;7312;7116;7970;7517;6695;6252;6177;5629;4863;3662;2788;2155;3152;90106
"São Rafael";11105;11004;12661;14421;13311;13048;12950;12394;11563;10422;8553;6653;5092;3767;2530;2619;152093
"Sapopemba";20919;18179;20036;23515;23285;25911;25646;22872;20465;19066;17589;15369;12094;9001;5935;7432;287314
"Saúde";6850;5642;5395;5900;6767;9748;12713;12489;10174;9503;9531;9577;8271;6509;4945;9083;133097
"Sé";2393;1165;1416;1591;1751;2631;2728;2498;2397;1840;1371;1147;808;602;448;575;25361
"Socorro";2142;1651;1911;2125;2293;2787;3204;2959;2746;2519;2625;2395;2114;1746;1442;2179;36838
"Tatuapé";4864;4036;4481;5247;5887;7163;7837;7651;7171;7017;7421;6602;5483;4105;3116;6253;94334
"Tremembé";16316;13293;14729;17845;17639;18374;18205;16957;15777;14347;12508;10746;8497;6166;4130;5742;211271
"Tucuruvi";5176;4415;4676;5448;6119;8037;8652;7947;6772;6560;6769;6822;5910;4503;3415;6369;97590
"Vila Andrade";10400;10657;11158;12314;11931;14005;14036;13801;12258;10209;8373;6346;4484;3157;1984;2351;147464
"Vila Curuçá";11041;10003;11461;13889;13302;13260;13188;11736;11235;10149;8592;7055;5511;4153;2803;3438;150816
"Vila Formosa";5229;4690;5097;6222;6462;7729;7924;7212;6488;6504;6867;6421;5307;4096;3015;5337;94600
"Vila Guilherme";3986;2878;3046;3444;3460;4395;4958;4830;4155;3670;3589;3468;2907;2266;1702;3153;55907
"Vila Jacuí";9404;9903;10660;12749;12398;13418;13072;11682;10364;9635;8614;7430;5533;3748;2360;2869;143839
"Vila Leopoldina";2484;2394;2204;2419;2585;3283;3963;4502;4127;3235;3079;2444;1905;1400;996;1861;42881
"Vila Maria";8758;6865;7401;8357;8557;10274;10698;9323;7975;7270;6681;5958;4731;3594;2562;4524;113528
"Vila Mariana";6329;4933;4709;5146;6651;10693;13830;12391;9557;8666;9312;9401;8740;7045;4882;9392;131677
"Vila Matilde";6248;5652;5999;7091;7395;8696;9052;8517;7623;7338;7153;6564;5550;4195;3166;5182;105421
"Vila Medeiros";8773;7178;7511;8875;9146;11104;11249;9802;8498;8092;7895;7636;6083;4797;3497;5925;126061
"Vila Prudente";5976;5308;5350;6311;6778;8773;9399;8754;7437;7148;7348;6805;5647;4431;3334;5771;104570
"Vila Sônia";8325;6604;6899;7706;8298;9982;10794;10311;8812;7868;7027;6389;5353;4213;2919;4451;115951
"Total";818978;693386;744453;869856;868148;999797;1052547;981624;860205;783751;711506;632778;510863;384683;264801;404422;11581798
Fonte: Fundação SEADE, 1996 a 2023
