População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2023
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Grajaú";29433;30108;28470;27404;32801;35435;33089;32396;30559;27367;24444;21066;16696;12587;8489;7696;398040
"Guaianases";8228;8356;7845;7549;9014;9808;9327;8943;8407;7548;6703;5836;4819;3833;2674;2738;111628
"Iguatemi";11875;11928;11127;10900;13071;14019;13050;12356;11347;10153;9398;8310;6615;4931;3275;2999;155354
"Ipiranga";5758;6411;6347;5935;6580;7225;7866;9126;9578;8871;7978;7341;6784;5816;4497;7045;113158
"Itaim Bibi";3977;4902;4932;4042;3675;4043;5303;7776;9985;9466;7476;6389;6252;5864;5013;8175;97270
"Itaim Paulista";16853;17107;16395;16128;19375;21416;20159;19275;17785;15837;14481;13024;10756;8282;5687;5918;238478
"Itaquera";13939;14532;14091;13630;16165;17627;16708;16880;16567;15562;14066;12272;10211;8236;6046;7000;213532
"Jabaquara";13030;14121;13917;13011;14745;16300;16858;19062;19671;17862;15561;14339;12803;10538;7772;10759;230349
"Jaçanã";5603;5831;5879;6108;7134;7656;7536;8004;7876;7008;5991;5388;4940;4195;3138;4125;96412
"Jaguara";1232;1340;1304;1227;1426;1552;1664;1948;1988;1784;1563;1486;1451;1296;1030;1468;23759
"Jaguaré";3246;3542;3535;3431;3821;4010;4154;4772;5079;4561;3811;3243;2737;2182;1706;2462;56292
"Jaraguá";15236;15643;14860;14645;17711;18836;17602;17600;17121;15628;13804;12012;10064;7739;5176;5117;218794
"Jardim Ângela";25725;26557;26023;25646;29109;30070;27879;28217;27658;25171;22018;17736;13462;10320;7008;6611;349210
"Jardim Helena";10526;10786;9953;9151;10890;11994;11278;10935;10197;9096;8160;7095;5754;4494;3179;3440;136928
"Jardim Paulista";3484;4203;3973;3267;3218;3634;5016;7900;9472;8246;6568;6015;5984;5703;4981;8615;90279
"Jardim São Luís";20056;20959;20048;19136;22638;24426;24139;25683;25038;22369;19378;16354;13388;10656;7605;8001;299874
"José Bonifácio";7989;8350;8644;9287;10679;11115;10477;11218;12011;10949;8996;7580;6537;5873;4697;4693;139095
"Lajeado";13312;13448;12762;12291;14660;16322;15239;14377;12990;11809;10741;9083;7349;5698;3865;3882;177828
"Lapa";2877;3295;3352;3099;3230;3508;4066;5091;5740;5485;4878;4716;4610;4058;3253;5651;66909
"Liberdade";3394;3991;3809;3159;3266;3766;4972;6819;7348;6387;5311;4641;4345;3931;3206;4825;73170
"Limão";5060;5445;5071;4455;5102;5603;5951;6577;6423;5785;5032;4570;4256;3743;2861;3752;79686
"Mandaqui";5690;6058;5918;5682;6784;7757;8084;8693;8660;8327;7888;7494;6845;5551;4146;5807;109384
"Marsilac";541;515;521;608;781;864;735;641;563;508;468;485;433;354;246;273;8536
"Moema";3325;3964;4148;3852;3841;4219;5016;6713;8271;8237;7025;6351;6331;5909;5029;7554;89785
"Moóca";3957;4393;4325;3873;4150;4728;5510;6439;6757;6428;5893;5555;5184;4464;3410;5700;80766
"Morumbi";3170;3489;3242;2858;3333;3552;3559;3929;4180;4120;3821;3558;3176;2674;2150;3196;54007
"Parelheiros";12642;12720;11744;11352;13752;14614;12974;12018;11502;10691;9662;8159;6426;4829;3191;2990;159266
"Pari";1370;1490;1360;1126;1215;1292;1466;1678;1533;1314;1195;1081;943;751;590;1047;19451
"Parque do Carmo";4679;4914;4829;4768;5572;5880;5753;6017;5871;5278;4652;3997;3355;2768;2043;2249;72625
"Pedreira";10800;10954;10861;11168;13169;14523;14014;13865;13142;11941;10553;9079;7375;5797;4005;4158;165404
"Penha";6780;7282;7115;6711;7786;8762;9451;10516;10355;9359;8642;8401;7860;6690;5246;8030;128986
"Perdizes";4468;5151;5185;4958;5151;5568;7115;9815;10981;9814;8145;7716;7797;7368;6186;9251;114669
"Perus";6949;7089;6554;6147;7439;8135;7624;7231;6674;6317;5776;4950;3863;2896;2003;2077;91724
"Pinheiros";2465;2994;2983;2628;2635;2830;3568;5361;6630;5896;4871;4573;4476;4118;3474;6007;65509
"Pirituba";9866;10569;10361;9839;11285;12488;12829;13973;13971;12586;11315;10729;9812;8176;6033;7753;171585
"Ponte Rasa";4954;5220;5180;5104;6027;6707;6764;7353;7084;6214;5722;5546;5199;4435;3270;4392;89171
"Raposo Tavares";7473;7913;7479;6920;8022;8356;8250;8779;9129;8330;7030;5897;4908;4084;3097;3385;109052
"República";2965;3524;3217;2457;2483;2896;4243;6562;6837;5773;4854;4201;3634;3041;2329;3187;62203
"Rio Pequeno";8492;9313;8418;6991;8032;8605;9025;10309;10419;9254;8085;7352;6449;5219;3828;4880;124671
"Sacomã";15094;15894;15915;15840;18141;19859;20584;22610;22787;20362;17860;16177;14345;11671;8529;11146;266814
"Santa Cecília";4165;4823;4477;3693;3916;4550;5987;8359;8865;7599;6501;5964;5455;4786;3814;5841;88795
"Santana";5150;5795;5439;4729;5471;6486;7566;9248;9403;8303;7535;7601;7702;7000;5556;8508;111492
"Santo Amaro";3132;3553;3665;3563;3929;4246;4598;5386;6019;6019;5587;5275;5050;4456;3724;6113;74315
"São Domingos";4806;5080;5125;5117;5850;6378;6526;7067;7049;6398;5862;5506;4875;3983;3015;4066;86703
"São Lucas";7297;7695;7818;7973;8962;9897;10607;11779;11633;10462;9519;9320;8787;7206;5576;8213;142744
"São Mateus";9898;10415;10003;9513;11406;12541;12257;12850;12300;10979;10023;9154;8043;6493;4733;5790;156398
"São Miguel";6392;6795;6088;5168;6251;7028;6941;7091;6442;5789;5476;5171;4506;3557;2536;3487;88718
"São Rafael";10852;11014;11081;11910;13958;14306;13071;12758;12479;11771;10741;9194;7204;5370;3846;4206;163761
"Sapopemba";18582;19350;18767;18297;21580;23609;23526;24268;22814;20234;18247;16739;14793;11978;8751;10149;291684
"Saúde";5398;6396;6417;5741;5951;6501;7887;10801;12600;11459;9822;9358;9229;8512;6822;10902;133796
"Sé";1903;2189;1782;1281;1598;1790;2132;2643;2563;2370;2060;1535;1165;878;597;755;27241
"Socorro";1745;1930;1843;1705;2031;2224;2417;2791;2920;2685;2461;2345;2275;1986;1631;2557;35546
"Tatuapé";4222;4686;4603;4441;5257;5967;6603;7503;7803;7457;7055;7028;6783;5697;4341;6899;96345
"Tremembé";15609;16181;15208;14452;17188;18865;18272;18259;17545;16237;14820;13037;11004;8816;6377;7598;229468
"Tucuruvi";4437;4800;4714;4489;5180;5955;6819;7999;8005;7091;6311;6209;6231;5746;4520;6968;95474
"Vila Andrade";10617;10726;10996;12020;13790;14383;14230;14888;14506;13546;11623;9498;7390;5307;3612;3968;171100
"Vila Curuçá";10322;10466;10123;10296;12606;13893;12973;12521;11773;10713;9943;8634;7049;5475;3999;4678;155464
"Vila Formosa";4664;4920;4849;4810;5742;6575;6928;7540;7283;6560;6118;6199;6115;5274;4055;6022;93654
"Vila Guilherme";3309;3730;3518;3023;3359;3543;3784;4548;4839;4463;3851;3495;3326;2936;2275;3482;57481
"Vila Jacuí";8844;8937;9143;9954;11655;12822;12493;12577;11712;10371;9304;8416;7258;5712;3890;4078;147166
"Vila Leopoldina";2130;2366;2533;2506;2627;2822;3060;3667;4266;4414;3777;3163;2739;2100;1536;2246;45952
"Vila Maria";7482;7973;7508;6795;7798;8450;8854;9790;9395;8062;7014;6344;5650;4663;3464;4943;114185
"Vila Mariana";5214;6110;5813;5035;5220;5980;8136;11847;13251;11153;9136;8782;9034;8594;7247;11072;131624
"Vila Matilde";5475;5836;5838;5767;6703;7553;7917;8563;8443;7733;7063;6748;6280;5396;4153;5922;105390
"Vila Medeiros";7335;7873;7554;6919;7922;8828;9334;10316;9742;8399;7494;7128;6796;5913;4457;6473;122483
"Vila Prudente";5209;5586;5572;5337;6017;6863;7603;8788;8801;7839;6943;6779;6547;5630;4363;6591;104468
"Vila Sônia";7322;8002;7703;7041;7846;8504;9174;10345;10610;9648;8337;7353;6475;5529;4326;5859;124074
"Total";734019;775463;748226;714253;827413;902307;914341;989657;985416;890978;786194;705726;622439;516146;386556;506621;12005755
Fonte: Fundação SEADE, 1996 a 2023
