População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2018
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Jabaquara";14455;14190;12972;14227;15993;17129;19584;20267;18494;16202;15060;13634;11472;8743;6343;9516;228281
"Jaçanã";5992;6018;6111;6926;7562;7698;8270;8170;7305;6287;5712;5316;4629;3595;2572;3649;95812
"Jaguara";1382;1342;1235;1395;1545;1709;2020;2070;1866;1643;1575;1558;1423;1173;878;1317;24131
"Jaguaré";3540;3510;3329;3642;3935;4174;4789;5100;4591;3854;3307;2829;2299;1848;1411;2045;54203
"Jaraguá";15644;14761;14203;16878;18474;17720;17732;17304;15876;14131;12464;10639;8406;5860;3745;3803;207640
"Jardim Ângela";26633;25965;25097;28132;29910;28276;28531;28014;25605;22543;18371;14186;11154;7876;4903;4697;329893
"Jardim Helena";11278;10405;9401;10863;12206;11815;11550;10821;9710;8771;7719;6363;5101;3763;2554;2789;135109
"Jardim Paulista";4183;3931;3154;3048;3542;5014;7885;9464;8251;6589;6077;6118;5926;5310;4295;7668;90455
"Jardim São Luís";21335;20320;18949;21626;23699;24308;26228;25715;23086;20112;17153;14271;11626;8591;5654;6075;288748
"José Bonifácio";8358;8599;9041;10236;10965;10572;11301;12127;11096;9169;7813;6849;6298;5221;3375;3349;134369
"Lajeado";13894;13143;12393;14345;16255;15674;14951;13574;12393;11347;9704;7985;6361;4491;2886;3006;172402
"Lapa";3285;3322;2996;3067;3428;4077;5099;5762;5519;4931;4813;4774;4294;3549;2779;5368;67063
"Liberdade";3985;3782;3073;3128;3712;5004;6843;7378;6422;5359;4722;4474;4122;3456;2598;4148;72206
"Limão";5618;5219;4491;4993;5585;6125;6835;6701;6062;5310;4874;4605;4151;3295;2321;3382;79567
"Mandaqui";6178;6008;5637;6498;7555;8162;8887;8909;8595;8188;7850;7280;6041;4664;3505;5074;109031
"Marsilac";528;533;607;758;859;751;661;583;528;491;513;467;392;284;192;223;8370
"Moema";3931;4078;3674;3556;4028;4951;6655;8214;8197;6998;6369;6412;6068;5273;3855;6256;88515
"Moóca";4371;4267;3710;3873;4552;5477;6420;6763;6451;5952;5672;5379;4738;3746;2842;5449;79662
"Morumbi";3474;3204;2747;3129;3435;3543;3918;4175;4118;3836;3599;3250;2784;2295;1785;2622;51914
"Parelheiros";12733;11678;11026;13144;14378;13078;12122;11634;10871;9896;8466;6802;5256;3620;2275;2129;149108
"Pari";1491;1351;1096;1163;1276;1479;1694;1547;1331;1217;1117;987;806;654;533;1010;18752
"Parque do Carmo";5046;4938;4770;5399;5796;5865;6212;6080;5494;4875;4231;3608;3057;2346;1590;1780;71087
"Pedreira";11088;10946;10974;12440;13933;13978;14043;13392;12222;10852;9423;7774;6236;4448;2894;3045;157688
"Penha";7414;7216;6651;7446;8517;9533;10754;10630;9656;8964;8793;8353;7269;5892;4499;7394;128981
"Perdizes";5132;5138;4797;4893;5442;7125;9819;10988;9837;8192;7817;7998;7691;6627;4938;7880;114314
"Perus";7212;6642;6083;7098;7893;7673;7392;6871;6541;6023;5229;4161;3204;2307;1513;1632;87474
"Pinheiros";2986;2963;2556;2527;2796;3590;5379;6651;5920;4907;4638;4590;4297;3716;2901;5465;65882
"Pirituba";10848;10597;9844;10942;12319;13096;14408;14471;13086;11831;11322;10505;8968;6860;4871;6676;170644
"Ponte Rasa";5428;5382;5198;5958;6761;7027;7702;7445;6566;6085;5948;5652;4933;3772;2755;3901;90513
"Raposo Tavares";8129;7654;6925;7780;8242;8419;9060;9454;8650;7341;6215;5247;4467;3507;2432;2524;106046
"República";3509;3179;2361;2340;2808;4238;6565;6864;5818;4929;4320;3795;3246;2568;1889;2694;61123
"Rio Pequeno";9600;8660;7050;7851;8563;9281;10687;10836;9665;8491;7788;6929;5737;4358;3099;4169;122764
"Sacomã";16151;16103;15648;17264;19192;20663;23011;23299;20909;18424;16837;15137;12568;9464;6643;9454;260767
"Santa Cecília";4805;4428;3558;3694;4420;5982;8364;8884;7641;6574;6096;5665;5082;4185;3158;5284;87820
"Santana";5962;5581;4750;5338;6442;7767;9560;9741;8633;7875;7995;8196;7614;6237;4570;7943;114204
"Santo Amaro";3537;3622;3429;3697;4115;4581;5376;6020;6053;5633;5371;5219;4703;4052;3280;5451;74139
"São Domingos";5202;5227;5101;5644;6259;6633;7264;7276;6631;6110;5790;5205;4353;3408;2563;3446;86112
"São Lucas";7876;7967;7940;8641;9700;10767;12095;11986;10825;9898;9769;9340;7831;6250;4714;7355;142954
"São Mateus";10766;10321;9610;11177;12532;12633;13366;12849;11520;10581;9753;8698;7202;5448;3880;4853;155189
"São Miguel";7147;6407;5353;6281;7203;7326;7541;6894;6229;5932;5661;5009;4057;3016;2253;3243;89552
"São Rafael";11049;11065;11669;13518;14236;13269;12905;12639;11968;10988;9510;7580;5795;4306;2998;3121;156616
"Sapopemba";20016;19366;18485;21174;23597;24257;25260;23837;21230;19258;17827;15988;13271;10055;6978;8202;288801
"Saúde";6384;6372;5588;5707;6416;7942;10836;12646;11519;9902;9501;9489;8905;7327;5596;9605;133735
"Sé";2213;1797;1261;1512;1719;2134;2686;2619;2440;2135;1612;1246;965;681;497;637;26154
"Socorro";1990;1897;1715;1985;2215;2485;2893;3034;2802;2583;2484;2441;2177;1848;1495;2312;36356
"Tatuapé";4660;4544;4258;4919;5755;6570;7484;7805;7476;7116;7158;7014;6013;4729;3489;6374;95364
"Tremembé";16162;15081;13966;16292;18404;18322;18338;17673;16431;15103;13451;11558;9498;7140;4901;6254;218574
"Tucuruvi";4907;4801;4468;4985;5830;6917;8204;8240;7325;6555;6500;6609;6219;5050;3767;6479;96856
"Vila Andrade";10558;10664;11140;12291;13205;13657;14510;14256;13376;11541;9523;7508;5485;3833;2536;2821;156904
"Vila Curuçá";10793;10409;10358;12300;13795;13309;12989;12268;11213;10467;9182;7623;6073;4604;3246;3802;152431
"Vila Formosa";5034;4942;4792;5533;6446;7032;7746;7504;6785;6362;6497;6499;5730;4544;3378;5483;94307
"Vila Guilherme";3735;3507;2958;3248;3526;3836;4586;4889;4526;3928;3604;3481;3147;2526;1899;3215;56611
"Vila Jacuí";9231;9409;10013;11385;12750;12830;13052;12196;10843;9778;8929;7815;6299;4447;2864;3204;145045
"Vila Leopoldina";2339;2479;2363;2393;2651;2990;3616;4229;4398;3776;3191;2803;2191;1648;1174;1958;44199
"Vila Maria";8276;7783;6908;7691;8488;9178;10226;9850;8495;7436;6784;6124;5168;3973;2885;4570;113835
"Vila Mariana";6094;5769;4889;4990;5883;8178;11875;13286;11204;9209;8922;9297;9010;7817;5828;9765;132016
"Vila Matilde";5958;5935;5732;6438;7375;8015;8782;8695;8002;7352;7093;6704;5897;4698;3472;5374;105522
"Vila Medeiros";8219;7881;7087;7882;8957;9748;10848;10280;8914;8001;7677;7412;6593;5149;3856;5996;124500
"Vila Prudente";5689;5648;5286;5752;6664;7666;8975;9026;8078;7192;7084;6943;6096;4880;3693;5977;104649
"Vila Sônia";7978;7625;6788;7405;8263;9167;10347;10630;9695;8416;7496;6696;5837;4708;3456;4847;119354
"Total";789575;758414;707494;797104;887589;927961;1011617;1010275;917139;814139;738058;660498;560040;433547;308557;431652;11753659
Fonte: Fundação SEADE, 1996 a 2023
