População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2020
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Jaguaré";3435;3698;3259;3535;3983;3935;4511;5200;4908;4117;3441;3037;2446;1976;1534;2177;55192
"Jaraguá";15542;15764;13438;15935;19365;17653;17642;17689;16543;14649;13032;11168;9302;6598;4293;4206;212819
"Jardim Ângela";26254;27032;24366;26683;31315;27948;28119;28677;26610;23643;20387;15059;12222;8921;5758;5271;338265
"Jardim Helena";10983;11120;8849;9886;12334;11576;11412;10976;9853;8774;8048;6553;5425;4032;2815;2969;135605
"Jardim Paulista";4036;4389;3331;2982;3297;4024;6882;9576;9181;6951;5995;6065;5987;5545;4602;7876;90719
"Jardim São Luís";20817;21643;18088;20396;24468;23133;25695;26322;24048;20908;18169;14879;12481;9498;6478;6637;293660
"José Bonifácio";8237;8503;8745;9724;11474;10356;10714;12081;12003;9680;8247;6940;6368;5730;4044;3714;136560
"Lajeado";13644;13727;11817;13077;16645;15563;15191;13893;12444;11628;10253;8254;6910;4966;3276;3251;174539
"Lapa";3138;3527;3057;3006;3332;3675;4730;5687;5836;5040;4714;4841;4496;3772;2951;5368;67170
"Liberdade";3791;4262;3147;3016;3406;4236;6293;7647;6892;5693;4806;4468;4306;3638;2927;4269;72797
"Limão";5387;5773;4310;4705;5529;5635;6669;6755;6301;5407;4857;4545;4301;3508;2569;3406;79657
"Mandaqui";5972;6347;5407;6011;7549;7703;8719;8879;8645;8209;7813;7500;6502;4928;3787;5257;109228
"Marsilac";534;500;566;667;930;765;699;579;562;454;520;469;424;307;214;236;8426
"Moema";3755;4228;3908;3508;3921;4405;5939;7918;8677;7533;6262;6468;6200;5670;4467;6523;89382
"Moóca";4206;4654;3797;3755;4371;5060;6194;6792;6698;6072;5714;5477;5026;4068;3005;5441;80330
"Morumbi";3367;3649;2661;2996;3547;3390;3782;4128;4250;3917;3693;3399;2954;2431;1954;2803;52921
"Parelheiros";12780;12612;10426;12328;15117;13563;12211;11839;11177;10211;9172;7183;5876;4051;2668;2384;153598
"Pari";1438;1563;1086;1136;1249;1329;1702;1657;1379;1242;1151;1028;881;653;584;991;19069
"Parque do Carmo";4884;5132;4515;5141;5932;5625;6051;6195;5677;4997;4453;3672;3243;2507;1829;1896;71749
"Pedreira";10987;11062;10625;11662;14377;13788;14156;13623;12763;11131;10108;8110;6875;4967;3363;3379;160976
"Penha";7142;7687;6431;7034;8424;8865;10445;10895;9957;8904;8701;8486;7638;6169;4858;7464;129100
"Perdizes";4976;5363;4827;4882;5140;6034;9032;11047;10790;8485;7669;7877;7908;6997;5641;8120;114788
"Perus";7128;7187;5778;6604;8212;7619;7620;6866;6649;6126;5597;4429;3492;2519;1738;1746;89310
"Pinheiros";2843;3193;2637;2484;2673;2998;4605;6695;6483;5097;4560;4634;4368;3973;3104;5562;65909
"Pirituba";10458;11130;9553;10236;12364;12333;13896;14665;13615;11797;11309;10673;9525;7410;5327;6941;171232
"Ponte Rasa";5207;5504;4934;5440;6800;6531;7426;7654;6709;5939;5864;5583;5227;4006;2944;4006;89774
"Raposo Tavares";7834;8328;6523;7527;8349;8126;8604;9417;9108;7656;6559;5394;4677;3777;2740;2807;107426
"República";3329;3759;2469;2277;2568;3293;6095;7232;6226;5137;4491;3898;3435;2744;2068;2811;61832
"Rio Pequeno";9140;9965;6716;7457;8580;8486;10186;10969;10103;8563;7903;7105;6139;4655;3421;4323;123711
"Sacomã";15700;16546;15204;16481;19327;19578;22126;23873;21910;18910;17114;15709;13498;10425;7327;9893;263621
"Santa Cecília";4633;5054;3644;3544;4147;4995;7761;9271;8234;6746;6204;5749;5294;4454;3430;5358;88518
"Santana";5697;6174;4619;4895;6165;6857;9040;9970;8979;7768;7637;8071;7817;6658;4980;7926;113253
"Santo Amaro";3383;3804;3409;3609;4100;4306;5041;5929;6176;5829;5311;5348;4860;4227;3478;5637;74447
"São Domingos";5024;5333;4939;5344;6296;6276;7015;7398;6832;6086;5870;5357;4644;3587;2770;3632;86403
"São Lucas";7670;7978;7754;8220;9578;10016;11705;12273;11189;9909;9461;9722;8225;6650;5042;7556;142948
"São Mateus";10375;10908;9055;10258;12762;11995;13008;13193;11675;10615;9840;8887;7675;5810;4232;5099;155387
"São Miguel";6843;7196;5014;5659;7236;6886;7518;7015;6196;5756;5659;5091;4330;3167;2313;3294;89173
"São Rafael";10991;11068;11023;12914;14850;13348;12844;12788;12222;11357;10175;8251;6305;4699;3349;3499;159683
"Sapopemba";19402;20134;17475;19701;23740;23101;24965;24475;21714;19350;17933;16377;14091;10805;7755;8741;289759
"Saúde";6064;6870;5691;5556;6159;6876;9695;12677;12454;10128;9431;9384;9309;7892;6045;9916;134147
"Sé";2077;2370;1153;1444;1678;1828;2622;2674;2440;2328;1773;1303;1071;733;526;673;26693
"Socorro";1890;2076;1591;1891;2159;2290;2699;3082;2833;2618;2386;2465;2216;1914;1526;2397;36033
"Tatuapé";4521;4901;4108;4705;5654;6172;7239;7882;7671;7169;6969;7288;6383;5185;3755;6443;96045
"Tremembé";16033;16352;13448;15303;18888;18198;18382;18149;16850;15599;14079;12112;10211;7860;5481;6608;223553
"Tucuruvi";4726;5059;4322;4689;5628;6227;7898;8408;7701;6537;6307;6455;6417;5437;4011;6536;96358
"Vila Andrade";10639;10629;11094;12242;14080;13359;14791;14548;14146;12492;10340;8380;6262;4350;2978;3178;163508
"Vila Curuçá";10613;10654;9658;11320;14087;13277;12826;12630;11176;10663;9571;8010;6467;4921;3570;4057;153500
"Vila Formosa";4902;5105;4591;5107;6420;6572;7595;7699;6979;6257;6244;6539;6023;4861;3635;5571;94100
"Vila Guilherme";3566;3983;2890;3114;3557;3480;4337;4917;4778;4094;3598;3477;3306;2705;2033;3244;57079
"Vila Jacuí";9099;9063;9578;10532;12951;12387;12996;12535;11150;9853;9114;8063;6854;4973;3248;3440;145836
"Vila Leopoldina";2241;2522;2465;2365;2684;2796;3390;4046;4560;4167;3254;3057;2393;1829;1305;2018;45092
"Vila Maria";7951;8429;6580;7262;8416;8467;9879;10203;8842;7530;6832;6220;5469;4241;3115;4589;114025
"Vila Mariana";5900;6350;4978;4855;5381;6770;10645;13803;12366;9519;8601;9161;9127;8318;6508;9944;132226
"Vila Matilde";5767;6117;5551;6031;7347;7561;8574;8814;8255;7353;7039;6789;6133;5059;3688;5497;105575
"Vila Medeiros";7854;8357;6799;7266;8808;8890;10540;10601;9185;7925;7512;7254;6942;5387;4106;6030;123456
"Vila Prudente";5494;5868;5230;5396;6571;6971;8681;9188;8519;7206;6892;7022;6404;5193;3943;6108;104686
"Vila Sônia";7739;8361;6697;7193;8221;8616;10031;10813;10310;8783;7802;6893;6172;5058;3857;5117;121663
"Total";768844;803328;682355;750345;898803;881006;983082;1027565;955037;833183;754688;678138;594097;468480;340908;449801;11869660
Fonte: Fundação SEADE, 1996 a 2023
