População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2017
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Parque do Carmo";5125;4839;4898;5529;5725;5982;6285;6024;5404;4812;4121;3575;2965;2267;1482;1723;70756
"Pedreira";11132;10875;11144;12841;13702;14051;13977;13274;11953;10709;9090;7604;5935;4207;2681;2888;156063
"Penha";7552;6986;6760;7657;8558;9872;10893;10501;9505;8990;8832;8283;7087;5757;4327;7355;128915
"Perdizes";5206;5019;4774;4891;5589;7725;10220;10932;9379;8037;7879;8047;7572;6441;4613;7749;114073
"Perus";7251;6376;6236;7352;7732;7687;7276;6870;6482;5967;5047;4030;3066;2207;1411;1576;86566
"Pinheiros";3054;2847;2511;2544;2853;3916;5802;6618;5647;4805;4665;4560;4253;3586;2800;5405;65866
"Pirituba";11043;10330;9985;11305;12287;13475;14670;14355;12824;11842;11319;10416;8698;6596;4655;6544;170344
"Ponte Rasa";5538;5317;5330;6234;6736;7280;7830;7342;6494;6154;5985;5683;4791;3659;2662;3847;90882
"Raposo Tavares";8273;7331;7129;7904;8180;8558;9287;9457;8425;7184;6043;5170;4362;3374;2289;2392;105358
"República";3591;2915;2303;2362;2927;4792;6793;6661;5605;4813;4223;3733;3146;2477;1798;2630;60769
"Rio Pequeno";9829;8060;7214;8047;8542;9685;10940;10741;9444;8445;7721;6833;5541;4212;2947;4089;122290
"Sacomã";16374;15872;15863;17659;19106;21196;23442;23015;20416;18176;16685;14849;12120;9012;6321;9235;259341
"Santa Cecília";4883;4136;3509;3764;4554;6529;8663;8678;7349;6477;6031;5615;4972;4050;3024;5236;87470
"Santana";6094;5297;4811;5568;6576;8254;9832;9598;8459;7921;8169;8252;7504;6029;4372;7942;114678
"Santo Amaro";3617;3532;3437;3740;4121;4721;5548;6077;5971;5536;5397;5153;4624;3967;3183;5358;73982
"São Domingos";5292;5171;5181;5798;6236;6809;7396;7207;6530;6119;5746;5127;4212;3319;2465;3355;85963
"São Lucas";7977;7955;8031;8854;9755;11149;12282;11846;10643;9889;9918;9151;7637;6057;4556;7253;142953
"São Mateus";10960;10029;9891;11662;12406;12944;13533;12679;11436;10557;9698;8600;6973;5274;3713;4729;155084
"São Miguel";7299;6037;5524;6612;7180;7541;7540;6830;6240;6016;5655;4963;3925;2941;2221;3215;89739
"São Rafael";11071;11051;11996;13818;13931;13208;12923;12562;11837;10802;9184;7261;5553;4120;2834;2946;155097
"Sapopemba";20319;18974;18998;21937;23504;24822;25394;23515;20981;19202;17758;15785;12872;9695;6615;7940;288311
"Saúde";6542;6126;5529;5775;6538;8516;11440;12612;11062;9776;9522;9527;8698;7050;5376;9438;133527
"Sé";2276;1559;1313;1541;1734;2295;2708;2584;2431;2036;1531;1214;911;655;481;618;25887
"Socorro";2040;1813;1779;2031;2241;2585;2995;3010;2786;2563;2530;2426;2157;1814;1478;2268;36516
"Tatuapé";4729;4370;4333;5029;5802;6768;7602;7758;7375;7085;7248;6877;5834;4513;3362;6336;95021
"Tremembé";16217;14469;14222;16800;18158;18357;18299;17435;16217;14852;13136;11285;9155;6802;4632;6081;216117
"Tucuruvi";4998;4672;4538;5137;5929;7281;8365;8136;7140;6560;6593;6683;6116;4862;3647;6445;97102
"Vila Andrade";10510;10669;11152;12305;12772;13787;14362;14107;12998;11082;9129;7102;5131;3594;2338;2657;153695
"Vila Curuçá";10877;10278;10718;12815;13637;13306;13059;12092;11224;10365;8987;7433;5882;4450;3093;3678;151894
"Vila Formosa";5099;4859;4894;5755;6454;7264;7811;7408;6687;6411;6622;6476;5587;4391;3254;5435;94407
"Vila Guilherme";3819;3287;2988;3314;3506;4019;4711;4874;4400;3842;3602;3480;3068;2437;1833;3196;56376
"Vila Jacuí";9292;9579;10230;11827;12637;13038;13064;12028;10686;9735;8829;7687;6034;4203;2686;3090;144645
"Vila Leopoldina";2387;2453;2311;2403;2631;3088;3732;4325;4305;3590;3156;2681;2093;1562;1112;1927;43756
"Vila Maria";8437;7469;7072;7911;8516;9540;10388;9675;8322;7383;6754;6072;5020;3844;2775;4558;113736
"Vila Mariana";6180;5484;4835;5050;6139;8960;12512;13005;10642;9037;9064;9345;8932;7563;5503;9654;131905
"Vila Matilde";6055;5842;5821;6651;7384;8243;8874;8637;7875;7350;7117;6658;5780;4525;3368;5311;105491
"Vila Medeiros";8402;7645;7229;8203;9024;10190;10987;10123;8779;8035;7753;7490;6420;5031;3734;5976;125021
"Vila Prudente";5786;5535;5310;5935;6705;8025;9129;8932;7861;7180;7175;6899;5946;4726;3571;5910;104625
"Vila Sônia";8095;7274;6829;7506;8279;9441;10497;10529;9396;8234;7342;6595;5673;4540;3268;4714;118212
"Total";799615;736415;719927;821019;881451;951736;1025525;1001075;898156;804241;729412;651415;543388;416792;293354;422567;11696088
Fonte: Fundação SEADE, 1996 a 2023
