População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2006
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Perus";6720;6864;7498;7084;7422;7134;6915;6152;5442;4280;3461;2467;1878;1265;878;1050;76510
"Pinheiros";2604;2431;2750;3381;4979;6263;5887;5209;4735;4792;4374;3841;3226;2674;2506;4815;64467
"Pirituba";11234;11291;12860;13353;14703;15136;14456;13193;12433;11229;9698;7492;6056;4533;3570;4733;165970
"Ponte Rasa";6326;6547;7590;7867;8588;8562;7889;7300;7047;6452;5748;4508;3697;2766;2255;2827;95969
"Raposo Tavares";7618;7907;8320;8678;9257;9619;9091;7783;6793;5714;4851;3691;2740;1848;1179;1429;96518
"República";2467;2112;2226;2977;5408;6376;5606;4764;4261;3720;3351;2692;2228;1669;1330;2114;53301
"Rio Pequeno";8192;8246;9120;9523;10943;11214;10456;9372;8520;7564;6351;4814;3939;2852;2187;2726;116019
"Sacomã";16934;17096;18770;19533;21945;23064;21947;19754;17792;15561;12888;10002;7949;5985;4839;6407;240466
"Santa Cecília";3637;3322;3719;4627;7203;8196;7298;6383;6002;5578;5115;4220;3563;2889;2534;4666;78952
"Santana";5474;5670;6890;7892;10602;10916;9887;9257;9067;9067;8190;6832;5767;4628;4205;6896;121240
"Santo Amaro";3006;3120;3575;4107;5124;5361;5315;5300;5030;5116;4795;4257;3631;2958;2497;4214;67406
"São Domingos";5790;5753;6389;6689;7649;7844;7372;6684;6207;5510;4780;3858;3166;2363;1832;2213;84099
"São Lucas";8835;9020;10066;10683;12179;12463;11830;11221;10371;9933;8474;6925;5896;4638;3971;5031;141536
"São Mateus";11553;11995;13750;13707;14514;14516;13400;12377;11214;9805;8353;6336;5010;3670;2696;3070;155966
"São Miguel";6990;7111;8239;8260;8859;8481;7820;7243;6784;5880;4985;3916;3193;2561;1966;2574;94862
"São Rafael";12132;12617;13388;12810;12879;12906;12151;10856;9369;7684;6087;4592;3395;2306;1475;1577;136224
"Sapopemba";21776;22662;25342;25706;27113;26401;24244;22101;20153;17775;14987;11308;8961;6159;4465;4873;284026
"Saúde";5687;5581;6276;7391;9847;11687;11323;10152;9655;9315;8738;7253;6073;5063;4398;7614;126053
"Sé";1287;1322;1451;1624;2434;2517;2255;2114;1747;1376;1140;833;638;524;391;514;22167
"Socorro";1902;2136;2446;2763;3222;3357;3062;2977;2801;2770;2520;2190;1865;1535;1175;1757;38478
"Tatuapé";4059;4302;5032;5672;6698;7098;6954;6948;6768;6705;5811;4825;4073;3446;3155;5255;86801
"Tremembé";14233;14359;16175;16267;17186;17102;15781;14642;13173;11234;9430;7281;5699;4079;3086;4156;183883
"Tucuruvi";4975;5151;6100;6942;8377;8487;7834;7302;7171;7055;6597;5646;4713;3871;3439;5320;98980
"Vila Andrade";9577;9102;9230;8811;10568;10952;10552;9370;7638;6108;4624;3113;2220;1401;964;1171;105401
"Vila Curuçá";12394;13012;14601;14211;13970;13886;12676;11656;10211;8469;6912;5324;4128;2859;2003;2362;148674
"Vila Formosa";5321;5593;6583;7091;8043;7957;7391;7068;6926;6797;6047;5024;4226;3353;2896;4222;94538
"Vila Guilherme";2908;3017;3430;3725;4546;4722;4341;4025;3720;3523;3241;2716;2351;1940;1684;2637;52526
"Vila Jacuí";12103;12262;13712;13378;13932;13546;12411;11080;9965;8512;6843;5001;3546;2413;1709;1989;142402
"Vila Leopoldina";2064;1919;2063;2287;2778;3147;3343;3301;2737;2501;1985;1549;1273;988;882;1443;34260
"Vila Maria";8159;8242;8975;9448;10904;10998;9667;8680;7785;6947;6002;4709;3927;3063;2615;3860;113981
"Vila Mariana";5111;4975;5691;7436;11052;12686;11222;9723;9242;9553;9051;7811;6384;5048;4394;8596;127975
"Vila Matilde";6324;6539;7559;8004;8926;9024;8566;8039;7670;7143;6334;5322;4300;3515;2939;4192;104396
"Vila Medeiros";8821;8897;10130;10856;12399;12140;10879;10031;9421;8684;7873;6253;5354;4239;3548;4931;134456
"Vila Prudente";5907;5917;6814;7457;8942;9095;8594;7975;7591;7326;6515;5336;4540;3683;3139;4747;103578
"Vila Sônia";6731;6706;7251;7901;9166;9492;9119;8069;7344;6473;5714;4558;3653;2724;2129;3185;100215
"Total";779334;790910;880436;905116;1010923;1028799;960864;866855;785037;694309;595721;466305;370833;275608;219005;314834;10944889
Fonte: Fundação SEADE, 1996 a 2023
