População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2022
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Ermelino Matarazzo";7757;8112;7668;7708;9014;9469;9783;10048;9440;8487;7719;6795;5788;4684;3305;3710;119487
"Freguesia do Ó";8088;8675;7733;7557;9201;9933;10622;11608;11338;10045;9138;8830;8397;6908;5023;6758;139854
"Grajaú";29754;30382;27620;28171;33907;34840;33177;32435;30155;26950;24221;20407;16202;12019;8017;7124;395381
"Guaianases";8309;8417;7604;7774;9284;9723;9310;8938;8320;7425;6643;5689;4732;3702;2530;2594;110994
"Iguatemi";11913;11893;10748;11170;13415;13788;12922;12240;11085;10017;9325;8041;6368;4692;3058;2788;153463
"Ipiranga";5896;6523;6127;5954;6714;7264;8146;9348;9486;8696;7844;7301;6701;5644;4328;6875;112847
"Itaim Bibi";4179;5043;4716;3847;3667;4197;5731;8381;10111;9061;7110;6403;6238;5810;4851;7914;97259
"Itaim Paulista";17013;17247;16046;16559;20134;21155;20147;19214;17507;15637;14471;12734;10508;7918;5406;5592;237288
"Itaquera";14136;14730;13742;13934;16768;17308;16885;16989;16567;15397;13921;11984;10024;7996;5801;6693;212875
"Jabaquara";13308;14402;13522;13108;15217;16167;17463;19480;19621;17368;15447;14245;12597;10202;7418;10454;230019
"Jaçanã";5684;5894;5866;6242;7334;7545;7705;8100;7814;6820;5903;5371;4926;4070;3030;3990;96294
"Jaguara";1260;1371;1259;1256;1464;1549;1745;1995;1973;1739;1553;1502;1458;1268;1009;1422;23823
"Jaguaré";3308;3595;3442;3467;3878;3987;4273;4913;5026;4411;3685;3176;2638;2112;1648;2365;55924
"Jaraguá";15345;15690;14381;15072;18254;18448;17634;17639;16935;15303;13547;11731;9808;7341;4865;4795;216788
"Jardim Ângela";25913;26726;25477;26002;29832;29370;27990;28382;27316;24663;21471;16808;13042;9836;6568;6134;345530
"Jardim Helena";10681;10902;9578;9395;11357;11860;11334;10955;10084;8991;8126;6913;5645;4336;3054;3277;136488
"Jardim Paulista";3666;4271;3755;3174;3250;3767;5587;8440;9390;7804;6384;6043;5997;5660;4861;8378;90427
"Jardim São Luís";20317;21194;19386;19559;23245;24004;24674;25905;24715;21882;18976;15856;13086;10260;7212;7523;297794
"José Bonifácio";8076;8404;8684;9436;10944;10863;10568;11506;12016;10514;8742;7365;6485;5828;4471;4345;138247
"Lajeado";13428;13546;12447;12556;15302;16075;15239;14220;12811;11753;10581;8803;7203;5445;3659;3661;176729
"Lapa";2963;3371;3253;3070;3266;3565;4281;5285;5776;5335;4825;4761;4575;3962;3150;5559;66997
"Liberdade";3525;4084;3579;3116;3317;3922;5387;7094;7207;6155;5144;4589;4338;3837;3114;4638;73046
"Limão";5168;5555;4808;4539;5242;5617;6188;6643;6385;5659;4975;4565;4273;3666;2761;3634;79678
"Mandaqui";5785;6155;5746;5792;7033;7742;8299;8761;8655;8290;7866;7499;6731;5337;4023;5620;109334
"Marsilac";540;511;536;627;829;829;726;620;563;490;485;480;431;337;234;261;8499
"Moema";3465;4054;4072;3739;3872;4284;5315;7099;8417;8002;6768;6398;6293;5833;4839;7202;89652
"Moóca";4041;4481;4144;3836;4224;4840;5736;6558;6741;6309;5834;5532;5133;4329;3270;5614;80622
"Morumbi";3236;3543;3039;2905;3406;3499;3635;3996;4206;4053;3780;3507;3102;2593;2083;3061;53644
"Parelheiros";12695;12690;11296;11675;14201;14268;12728;11966;11400;10535;9500;7825;6240;4557;3007;2774;157357
"Pari";1393;1516;1263;1130;1228;1306;1542;1671;1483;1291;1181;1063;922;718;588;1029;19324
"Parque do Carmo";4748;4987;4724;4891;5692;5797;5856;6083;5806;5183;4585;3887;3319;2679;1971;2125;72333
"Pedreira";10866;10994;10789;11335;13566;14283;14075;13789;13020;11669;10407;8748;7208;5508;3779;3882;163918
"Penha";6901;7417;6884;6820;7996;8799;9781;10647;10223;9208;8664;8431;7787;6513;5115;7841;129027
"Perdizes";4636;5227;5070;4938;5152;5726;7717;10220;10930;9360;7992;7779;7843;7249;6004;8867;114710
"Perus";7011;7125;6290;6299;7692;7964;7631;7111;6669;6255;5718;4773;3737;2765;1912;1962;90914
"Pinheiros";2589;3062;2868;2583;2652;2891;3892;5783;6589;5624;4772;4601;4446;4076;3351;5864;65643
"Pirituba";10061;10755;10090;9975;11638;12441;13189;14213;13851;12322;11317;10716;9720;7915;5790;7477;171470
"Ponte Rasa";5039;5315;5100;5216;6278;6652;6985;7454;6958;6123;5771;5562;5210;4289;3159;4261;89372
"Raposo Tavares";7596;8053;7151;7120;8134;8283;8375;8993;9131;8102;6874;5726;4832;3981;2975;3183;108509
"República";3089;3609;2953;2401;2518;3030;4802;6798;6640;5565;4742;4108;3574;2945;2242;3064;62080
"Rio Pequeno";8711;9531;7815;7149;8218;8573;9410;10542;10313;9026;8030;7277;6349;5028;3689;4692;124353
"Sacomã";15299;16114;15685;16058;18535;19776;21106;23033;22496;19873;17613;16029;14062;11244;8111;10716;265750
"Santa Cecília";4321;4906;4187;3648;3998;4701;6540;8671;8653;7313;6409;5900;5407;4679;3687;5684;88704
"Santana";5331;5923;5154;4787;5697;6614;8037;9503;9258;8126;7575;7763;7745;6889;5362;8314;112078
"Santo Amaro";3214;3635;3579;3579;3987;4269;4745;5563;6078;5956;5496;5301;4988;4379;3641;5950;74360
"São Domingos";4880;5164;5065;5193;5996;6345;6690;7184;6976;6293;5866;5458;4799;3847;2932;3917;86605
"São Lucas";7422;7789;7801;8057;9165;9941;10971;11947;11487;10277;9502;9458;8597;7017;5393;7990;142814
"São Mateus";10058;10581;9684;9760;11846;12363;12515;12972;12093;10861;9965;9069;7922;6259;4563;5553;156064
"São Miguel";6543;6930;5711;5331;6567;6985;7140;7072;6362;5781;5539;5149;4450;3425;2462;3424;88871
"São Rafael";10902;11037;11070;12240;14264;13977;13007;12773;12397;11636;10553;8873;6894;5139;3674;3958;162394
"Sapopemba";18858;19615;18338;18763;22284;23450;24021;24348;22446;19941;18148;16627;14559;11578;8409;9661;291046
"Saúde";5617;6557;6172;5684;6025;6631;8464;11404;12570;11008;9701;9378;9265;8308;6558;10573;133915
"Sé";1965;2254;1545;1338;1627;1806;2291;2657;2527;2361;1965;1457;1135;829;573;728;27058
"Socorro";1792;1979;1756;1765;2074;2247;2510;2886;2892;2664;2438;2386;2258;1962;1596;2504;35709
"Tatuapé";4321;4759;4434;4530;5388;6038;6816;7632;7763;7362;7029;7117;6650;5523;4138;6747;96247
"Tremembé";15756;16242;14607;14737;17743;18651;18327;18230;17316;16028;14575;12727;10736;8489;6065;7254;227483
"Tucuruvi";4533;4886;4583;4558;5327;6047;7171;8140;7902;6905;6313;6294;6296;5644;4347;6824;95770
"Vila Andrade";10629;10698;11038;12101;13892;14041;14430;14782;14392;13189;11184;9116;6997;4969;3388;3687;168533
"Vila Curuçá";10421;10532;9971;10632;13087;13694;12935;12563;11575;10701;9822;8424;6852;5285;3852;4463;154809
"Vila Formosa";4744;4982;4764;4909;5962;6578;7152;7598;7181;6459;6161;6314;6085;5135;3910;5870;93804
"Vila Guilherme";3394;3816;3299;3056;3425;3524;3965;4670;4819;4339;3768;3493;3322;2860;2193;3404;57347
"Vila Jacuí";8933;8983;9292;10148;12078;12678;12671;12569;11527;10200;9243;8302;7124;5457;3664;3856;146725
"Vila Leopoldina";2168;2418;2513;2460;2649;2817;3169;3792;4365;4334;3597;3129;2620;2007;1456;2170;45664
"Vila Maria";7639;8125;7191;6951;8002;8460;9194;9935;9211;7885;6956;6307;5591;4519;3344;4824;114134
"Vila Mariana";5442;6198;5531;4982;5280;6241;8918;12486;12971;10596;8968;8921;9077;8514;7003;10699;131827
"Vila Matilde";5572;5930;5744;5856;6912;7559;8136;8650;8382;7605;7058;6765;6232;5282;3992;5779;105454
"Vila Medeiros";7507;8034;7299;7036;8210;8853;9731;10415;9556;8243;7503;7175;6847;5735;4339;6326;122809
"Vila Prudente";5304;5681;5459;5360;6198;6902;7954;8932;8702;7625;6928;6863;6502;5483;4220;6429;104542
"Vila Sônia";7463;8123;7357;7095;7974;8546;9462;10504;10515;9355;8159;7200;6376;5370;4165;5603;123267
"Total";745779;784991;725913;726409;850933;895543;937117;1002569;975612;871670;775893;696703;613115;499965;370862;487142;11960216
Fonte: Fundação SEADE, 1996 a 2023
