População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2011
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Consolação";1742;1632;1818;2797;5734;6647;5417;4207;3668;3922;3926;3557;3142;2449;2074;4640;57372
"Cursino";6028;5828;6313;6855;8440;9833;9646;8424;7798;7821;7662;6572;5144;3854;3400;5969;109587
"Ermelino Matarazzo";7978;8094;9152;9169;10281;10788;10122;9135;8446;7469;6555;5477;4041;2744;2008;2684;114143
"Freguesia do Ó";8005;8150;9622;9866;11511;12855;12392;10932;10240;10142;9819;8125;6254;4466;3708;6054;142141
"Grajaú";28621;30063;34736;33622;34353;35083;32564;29265;26705;22424;18379;14057;9935;6072;3646;3978;363503
"Guaianases";7940;8388;9584;9601;9725;9733;9089;8137;7417;6383;5503;4447;3203;2125;1447;1747;104469
"Iguatemi";10220;10846;12448;12227;12289;12124;10939;10088;9589;8259;6748;5180;3567;2268;1384;1471;129647
"Ipiranga";5834;5717;6311;6790;8293;9647;9470;8626;7870;7531;7053;6071;4880;3688;3169;6454;107404
"Itaim Bibi";4385;3429;3246;3852;5847;8855;10079;8566;6709;6451;6397;6106;5211;4009;3057;6890;93089
"Itaim Paulista";16968;17898;20995;20846;21083;20867;19062;17237;16288;14302;12132;9370;6817;4606;3101;3453;225025
"Itaquera";14375;14881;17341;16843;17758;18518;18174;16858;15409;13344;11542;9525;7325;5282;3808;4511;205494
"Jabaquara";13851;13543;15302;15472;18386;21080;20981;18239;16678;15612;13996;11593;8812;6803;5368;8588;224304
"Jaçanã";6202;6575;7412;7249;8078;8752;8396;7248;6419;6006;5651;4751;3766;2720;2239;3298;94762
"Jaguara";1316;1355;1512;1547;1922;2215;2156;1883;1731;1724;1704;1503;1269;928;738;1300;24803
"Jaguaré";3312;3356;3622;3670;4308;5089;4997;4301;3618;3200;2680;2234;1825;1413;1120;1633;50378
"Jaraguá";13694;14712;17039;16232;16897;17623;16911;15282;13763;12148;10507;8052;5694;3737;2479;2720;187490
"Jardim Ângela";24930;25688;28980;27515;28327;29318;27696;24956;21857;16945;13873;10779;7577;4743;3017;3205;299406
"Jardim Helena";10490;10700;12487;12381;12619;12560;11611;10494;9646;8222;6944;5499;4141;2860;2013;2272;134939
"Jardim Paulista";3461;2913;2963;3526;5990;8918;9222;7322;6180;6122;6180;5958;5269;4267;3288;7356;88935
"Jardim São Luís";19436;20119;22757;22044;24889;27086;25764;22826;20006;16846;14410;11608;8549;5646;3834;4537;270357
"José Bonifácio";8642;9209;10378;9842;10433;11908;12190;10296;8757;7514;6955;6535;5131;3157;2069;2363;125379
"Lajeado";13130;13529;16042;15814;15986;15354;14004;13066;11769;9841;8375;6471;4624;3026;2031;2345;165407
"Lapa";3085;2868;2971;3248;4302;5420;5772;5185;4808;4923;4780;4234;3530;2863;2546;5400;65935
"Liberdade";3321;2952;3131;3834;5775;7439;7092;5968;5041;4647;4534;4050;3438;2488;2018;3760;69488
"Limão";4956;4899;5450;5668;6802;7352;7041;6205;5581;5263;5076;4431;3513;2491;2026;3332;80086
"Mandaqui";5811;5974;6994;7296;8481;9197;9171;8812;8450;8203;7429;6001;4842;3692;2938;4495;107786
"Marsilac";589;674;870;789;736;648;617;522;560;538;500;397;296;202;151;175;8264
"Moema";3845;3327;3344;3677;5130;7181;8280;7560;6361;6369;6304;5961;5005;3470;2693;5537;84044
"Moóca";3841;3512;3733;4272;5536;6456;6597;6131;5793;5635;5360;4618;3654;2949;2632;5499;76218
"Morumbi";2764;2759;3075;3015;3468;3948;4155;3935;3715;3479;3119;2671;2249;1744;1345;2099;47540
"Parelheiros";10764;11511;13522;12873;12215;12043;11505;10666;9735;7999;6696;5003;3547;2228;1383;1491;133181
"Pari";1157;1088;1144;1225;1597;1682;1447;1289;1200;1099;976;773;705;543;524;1026;17475
"Parque do Carmo";4906;5175;5713;5568;6111;6563;6223;5559;4982;4243;3782;3128;2453;1617;1143;1432;68598
"Pedreira";10954;11411;13070;12805;13621;13934;13377;11946;10838;9044;7751;5988;4321;2792;1797;2225;145874
"Penha";6897;6972;7825;8270;10002;11168;10639;9636;9320;9221;8630;7385;6163;4733;4111;7027;127999
"Perdizes";4856;4666;4677;5340;8071;10556;10818;8887;7849;7948;8174;7639;6540;4637;3577;7356;111591
"Perus";6253;6491;7584;7288;7534;7257;7067;6649;6155;5114;4154;3189;2363;1543;1080;1300;81021
"Pinheiros";2718;2441;2491;2791;4219;6287;6580;5389;4714;4713;4587;4319;3620;2904;2372;5301;65446
"Pirituba";10403;10416;11767;12050;13871;15375;14828;13115;12402;11906;10980;9114;7045;5141;3966;5884;168263
"Ponte Rasa";5565;5773;6735;6788;7769;8419;7732;6904;6711;6533;6253;5187;4055;3056;2459;3530;93469
"Raposo Tavares";7263;7547;8097;7988;8702;9822;9846;8558;7351;6184;5410;4596;3601;2481;1569;1848;100863
"República";2626;2181;2237;2750;5120;6879;6374;5359;4692;4155;3751;3169;2545;1895;1427;2361;57521
"Rio Pequeno";7818;7655;8388;8452;10199;11621;11164;9704;8861;8118;7219;5827;4544;3252;2563;3608;118993
"Sacomã";15896;16258;17877;18165;21094;24049;23185;20421;18437;17078;15193;12389;9301;6734;5347;8015;249439
"Santa Cecília";3810;3374;3622;4265;6753;8833;8376;7013;6368;5994;5665;5042;4168;3194;2584;5174;84235
"Santana";5231;5055;5902;6652;8848;10464;9905;8694;8380;8812;8847;7989;6449;4793;4147;8035;118203
"Santo Amaro";3391;3350;3558;3743;4567;5584;6017;5837;5402;5425;5153;4682;4090;3373;2687;5044;71903
"São Domingos";5276;5404;5993;6093;6974;7732;7421;6697;6398;5990;5359;4393;3583;2721;2102;2862;84998
"São Lucas";8147;8293;9076;9536;11417;12727;12086;10832;10256;10496;9442;7964;6431;5000;4301;6453;142457
"São Mateus";10272;10707;12537;12398;13630;14446;13306;12116;11280;10398;9268;7488;5811;4214;3226;3998;155095
"São Miguel";6160;6131;7288;7360;8153;8110;7379;6875;6729;6281;5535;4360;3386;2691;2150;3137;91725
"São Rafael";11067;12298;13860;13207;13114;13160;12654;11874;10811;9094;7223;5632;4290;3038;1999;2130;145451
"Sapopemba";19456;20368;23244;23396;25835;26697;24491;21967;20353;18915;16851;13733;10546;7365;5427;6443;285087
"Saúde";5852;5402;5661;6331;8952;12107;12572;10618;9664;9589;9698;8731;7109;5571;4459;8848;131164
"Sé";1369;1378;1545;1654;2381;2729;2593;2480;2001;1510;1245;923;695;536;385;536;23960
"Socorro";1810;1919;2123;2260;2728;3232;3140;2918;2692;2741;2591;2331;1987;1691;1310;2131;37604
"Tatuapé";4147;4304;4858;5332;6584;7581;7630;7219;7026;7369;6849;5849;4559;3546;3106;6159;92118
"Tremembé";13795;14246;16594;16654;17657;18150;17202;16061;14735;13054;11380;9299;7027;4952;3664;5283;199753
"Tucuruvi";4660;4702;5291;5846;7564;8676;8289;7191;6800;6957;7089;6411;5112;3992;3439;6265;98284
"Vila Andrade";10138;10364;10904;10205;11966;12897;13067;11978;10164;8422;6545;4749;3407;2242;1492;1860;130400
"Vila Curuçá";10618;11558;13640;13457;13521;13726;12583;11897;10909;9420;7854;6284;4874;3484;2513;3060;149398
"Vila Formosa";4901;5100;5984;6274;7411;8022;7538;6818;6701;7032;6788;5823;4647;3553;2990;5180;94762
"Vila Guilherme";3075;3001;3309;3375;4193;4907;4900;4325;3811;3668;3589;3143;2533;1976;1695;3118;54618
"Vila Jacuí";10162;10869;12527;12464;13407;13623;12475;11116;10258;9296;8136;6329;4463;2946;2048;2551;142670
"Vila Leopoldina";2358;2148;2193;2244;2851;3630;4251;4097;3321;3064;2540;2017;1527;1118;926;1759;40044
"Vila Maria";7537;7591;8375;8600;10157;11093;10071;8678;7827;7220;6523;5372;4194;3128;2670;4453;113489
"Vila Mariana";5178;4724;4947;6094;9639;13235;12718;10102;8882;9259;9534;9116;7692;5635;4389;9542;130686
"Vila Matilde";5886;6021;6853;7158;8348;9127;8838;8016;7627;7458;6985;6084;4807;3747;3028;5054;105037
"Vila Medeiros";7931;7859;8887;9271;11066;11855;10736;9382;8782;8572;8349;7025;5651;4327;3616;5908;129217
"Vila Prudente";5543;5424;6099;6512;8252;9408;9088;7888;7416;7555;7196;6186;5009;3910;3276;5541;104303
"Vila Sônia";6861;6719;7217;7586;9210;10497;10332;9048;8034;7221;6608;5702;4636;3391;2556;4137;109755
"Total";731554;745068;841578;847983;965956;1059529;1018764;906838;822496;751001;676469;564309;439497;317392;242674;381243;11312351
Fonte: Fundação SEADE, 1996 a 2023
