População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:1999
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Cangaíba";11654;11234;12187;12768;12525;12165;11632;11248;9642;7729;6154;4609;3802;2933;2234;2324;134840
"Capão Redondo";24026;22484;23383;24998;25540;23077;20691;17829;15096;12070;9084;6047;4300;2694;1727;2040;235086
"Carrão";5039;5139;6022;6592;6597;6296;6090;6414;5860;5066;4436;3691;3517;3001;2464;3155;79379
"Casa Verde";5815;5749;6632;7893;8009;7128;6644;6678;6304;5373;4476;3512;3329;2693;2284;2714;85233
"Cidade Ademar";23077;21685;22978;25121;25489;23039;21037;18378;15689;12783;10176;7365;5733;4031;2739;3018;242338
"Cidade Dutra";17544;16954;18312;19759;19330;17394;16049;14862;13084;10422;8287;5523;4196;2897;2042;2281;188936
"Cidade Líder";10404;10177;10787;11803;11731;10513;9808;8732;7957;6698;5231;3594;2604;1850;1274;1401;114564
"Cidade Tiradentes";20856;19557;19276;18925;16701;15618;15124;13609;11938;9259;6044;3557;2373;1506;930;830;176103
"Consolação";2144;2101;2391;3705;5798;5364;4502;4408;4242;3942;3615;2912;2521;2313;2223;3773;55954
"Cursino";6755;6766;8044;8973;9293;8581;8207;8455;7887;6672;5454;4187;4184;3570;2863;3369;103260
"Ermelino Matarazzo";9893;9339;9905;10440;10759;9954;9310;8412;7150;5892;4378;3149;2487;1814;1310;1456;105648
"Freguesia do Ó";11132;10956;12048;13493;13689;12530;12244;11998;11011;8961;7147;5359;4837;4024;3164;3535;146128
"Grajaú";35244;32855;32072;33725;33351;30994;28214;24034;19859;14888;10583;6615;4356;2771;1800;1821;313182
"Guaianases";10554;9992;9883;10190;9911;9029;8215;7076;6059;4895;3494;2431;1837;1211;830;913;96520
"Iguatemi";10627;10240;10143;10196;9275;8655;8575;7535;6319;4785;3469;2233;1514;974;580;608;95728
"Ipiranga";6506;6471;6980;8183;9002;8643;7902;7640;7196;6292;5300;4055;3999;3514;3280;4420;99383
"Itaim Bibi";3833;3836;4603;6138;7559;7435;6656;7018;6637;6245;5481;4331;3486;3368;3206;4538;84370
"Itaim Paulista";22557;21701;21730;22173;20125;18977;17856;15512;13142;10143;7600;5129;3854;2643;1646;1766;206554
"Itaquera";19750;18569;18882;19863;19848;18769;17281;15217;12887;10569;8330;6006;4716;3297;2228;2399;198611
"Jabaquara";17144;16302;17662;19561;20394;19770;19017;17825;15582;12506;9980;7689;6757;5245;4215;4924;214573
"Jaçanã";7857;7604;7932;8950;8858;7884;7132;6953;6244;5152;4350;3221;3002;2332;1729;2189;91389
"Jaguara";1695;1771;2042;2407;2482;2205;1970;2027;1930;1719;1508;1113;965;876;709;805;26224
"Jaguaré";3670;3432;3482;3936;4382;4161;3832;3283;2751;2334;1989;1633;1364;978;732;829;42788
"Jaraguá";14085;13388;14078;14333;13589;12554;12174;11270;9600;7530;5605;3715;2550;1722;1183;1215;138591
"Jardim Ângela";27146;24835;24058;25158;25384;24619;21800;17436;14396;11004;8013;4977;3446;2065;1365;1372;237074
"Jardim Helena";15154;14211;13996;14499;13897;12933;11688;10094;8304;6472;4997;3459;2734;1792;1266;1241;136737
"Jardim Paulista";3165;3224;3813;5559;8181;7818;6563;6621;6497;6434;5982;4858;4059;3497;3540;6147;85958
"Jardim São Luís";23335;21413;22193;24615;25180;23590;21321;18393;15379;12098;9210;6173;4715;3203;2131;2241;235190
"José Bonifácio";9127;8863;9903;11683;11638;9326;8091;7499;7667;7230;5748;3560;2572;1663;1185;1137;106892
"Lajeado";17729;16764;16311;15970;15159;14241;13137;11186;9096;6912;5105;3506;2610;1758;1165;1250;151899
"Lapa";2862;3020;3648;4527;5135;4818;4582;4878;4649;4252;3772;3111;3032;2797;2542;3811;61436
"Liberdade";3532;3330;3787;4861;6337;6364;5503;5157;4889;4236;3672;2757;2370;2058;1912;2802;63567
"Limão";6494;6239;6849;7784;8261;7130;6454;6373;5998;5215;4215;3119;2808;2269;1840;2125;83173
"Mandaqui";7587;7528;8313;9188;9433;9033;8988;8957;7875;6381;5271;4063;3516;2857;2070;2374;103434
"Marsilac";1009;940;940;861;693;584;588;567;498;367;282;219;195;159;91;98;8091
"Moema";3335;3276;3968;5082;6458;6199;5826;6331;6060;5807;4952;3550;2819;2537;2427;3495;72122
"Moóca";3294;3396;4054;4781;5246;4975;4817;5234;4850;4277;3643;3148;3211;3060;2706;3701;64393
"Morumbi";2357;2311;2472;2978;3563;3326;3008;2855;2613;2326;2124;1658;1256;883;670;868;35268
"Parelheiros";11624;10824;10386;10099;9522;8833;8430;7049;5958;4352;3133;1975;1367;942;593;673;95760
"Pari";982;875;974;1238;1464;1377;1247;1123;1046;948;801;730;686;627;600;794;15512
"Parque do Carmo";6184;5879;6267;6670;6471;5864;5502;4744;4106;3404;2647;1747;1312;921;589;697;63004
"Pedreira";13063;12245;12306;12738;12865;11854;10992;9330;7699;6006;4394;2914;2023;1419;954;1040;121842
"Penha";8424;8303;9328;10828;11089;10361;9831;9903;9047;7874;6811;5455;5189;4569;3840;4706;125558
"Perdizes";4788;5043;6150;7769;9513;8584;7980;8667;8653;7828;6666;4989;4287;3821;3509;5154;103401
"Perus";7393;6794;6579;6539;6752;6641;6215;5134;4241;3173;2539;1684;1336;963;635;732;67350
"Pinheiros";2727;2666;3328;4475;5683;5730;5243;5468;4996;4826;4085;3295;2963;2545;2742;4048;64820
"Pirituba";13033;12598;13823;15080;14973;14252;13853;13315;11911;9726;7778;5662;4947;3846;2923;3246;160966
"Ponte Rasa";7858;7752;8505;9617;9350;8545;8265;7886;7169;5980;4826;3685;3247;2398;1840;1930;98853
"Raposo Tavares";8632;8202;8433;9595;9604;8754;7862;6853;6052;5023;3955;2586;1822;1222;796;965;90356
"República";2633;2167;2209;3188;5011;5598;4991;4349;3914;3268;2879;2218;1943;1498;1245;1810;48921
"Rio Pequeno";9639;8981;9871;10991;11025;10098;9388;8901;7788;6512;5102;3682;3187;2370;1620;1720;110875
"Sacomã";18962;18210;19251;21152;21889;20857;20313;18908;16452;13016;9966;7485;6570;5177;3997;4436;226641
"Santa Cecília";3823;3426;3836;5056;7038;7120;6302;5967;5637;5043;4368;3342;3005;2657;2475;3839;72934
"Santana";6477;6816;8203;9703;12651;11510;10364;10492;9892;8789;7033;5498;5143;4595;4035;5200;126401
"Santo Amaro";2693;2942;3727;4842;5884;4907;4449;4706;4679;4619;4309;3684;3088;2476;2200;3084;62289
"São Domingos";6613;6157;6682;7468;8151;7607;7183;6563;5687;4719;3961;3192;2624;1912;1428;1459;81406
"São Lucas";10222;10348;11398;12403;12720;12057;11763;11968;10321;8673;7282;5760;5326;4204;3268;3365;141078
"São Mateus";14251;13659;14580;15531;14948;14036;13442;12403;10616;8529;6871;4934;3994;2961;1936;1985;154676
"São Miguel";9098;8498;9045;9595;9500;8970;8441;7500;6411;5084;4147;3380;2908;2282;1599;1767;98225
"São Rafael";13256;12160;11846;12050;12076;11894;10878;9118;7374;5925;4715;3355;2373;1527;947;1004;120498
"Sapopemba";26347;25632;26975;28753;27492;25368;23861;21999;19110;15430;12167;8466;7023;4801;3193;3144;279761
"Saúde";5961;6184;7295;8928;10086;10252;9839;10033;9604;8554;7204;5631;5101;4574;4242;5820;119308
"Sé";1532;1245;1322;1613;2322;2301;1978;1748;1577;1303;1054;796;626;549;419;506;20891
"Socorro";2241;2453;2959;3616;3838;3382;2995;3075;2952;2662;2372;1954;1676;1289;959;1220;39643
"Tatuapé";4242;4319;5174;6084;6509;6345;6163;6614;6270;5515;4595;3807;3727;3451;3070;3951;79836
"Tremembé";15150;13788;14354;15307;15654;14913;13504;12342;10745;8704;6951;5076;4274;3109;2310;2766;158947
"Tucuruvi";5916;6049;7354;8719;8986;8137;7508;7825;7663;6885;5741;4778;4407;3804;3261;3958;100991
"Vila Andrade";7588;6574;6265;6457;7473;7525;6763;5796;4525;3391;2488;1537;1097;664;455;532;69130
"Vila Curuçá";15446;14474;14705;14978;14169;13443;12485;10664;8829;6985;5545;4057;3140;2118;1371;1531;143940
"Vila Formosa";6312;6412;7248;8411;8597;7864;7378;7534;7012;6084;5022;4147;3813;3170;2591;2928;94523
"Vila Guilherme";3107;3184;3652;4413;4849;4423;3802;3867;3743;3299;2819;2322;2258;1985;1637;1993;51353
"Vila Jacuí";14626;13742;14114;14121;13615;12683;11882;10576;8890;6959;4989;3476;2557;1826;1261;1311;136628
"Vila Leopoldina";1690;1664;1843;2312;2500;2371;2195;2349;2094;1754;1406;1077;1019;859;785;1000;26918
"Vila Maria";9804;9175;9556;10655;11388;10706;9405;8857;7656;6415;5264;4018;3713;3091;2419;2976;115098
"Vila Mariana";5567;5695;7078;9351;11655;11064;9772;9995;10002;9445;7994;6148;5126;4647;4431;7028;124998
"Vila Matilde";7340;7419;8388;9333;9408;8814;8296;8184;7568;6466;5396;4433;3822;3251;2709;3028;103855
"Vila Medeiros";10982;10716;11739;13412;13735;12522;11477;11253;10116;8428;6949;5409;5035;4158;3209;3489;142629
"Vila Prudente";6884;6922;7800;8940;9445;8649;8170;8392;7748;6675;5579;4434;4086;3455;2846;3670;103695
"Vila Sônia";6886;6622;7094;8128;8417;7785;7453;6918;6387;5389;4441;3248;2604;2040;1582;2033;87027
"Total";880294;840487;889426;976478;1011265;945332;875555;813718;719307;598089;480866;355366;298665;234093;185393;228723;10333057
Fonte: Fundação SEADE, 1996 a 2023
