População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2012
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Iguatemi";10604;10609;12145;12488;12449;12257;11211;10232;9667;8535;7004;5430;3811;2440;1487;1541;131910
"Ipiranga";6052;5702;6180;6759;8009;9414;9571;8806;8008;7573;7137;6249;5065;3856;3177;6452;108010
"Itaim Bibi";4603;3620;3272;3740;5441;8248;9996;8984;7080;6454;6426;6172;5388;4210;3183;6887;93704
"Itaim Paulista";17272;17390;20119;21010;21007;20856;19283;17390;16247;14566;12367;9749;7128;4865;3234;3587;226070
"Itaquera";14692;14522;16641;17073;17501;18338;18114;16975;15518;13613;11712;9766;7588;5506;3922;4661;206142
"Jabaquara";14222;13426;14778;15545;17682;20573;20986;18714;16776;15687;14198;11940;9202;7009;5469;8695;224902
"Jaçanã";6208;6427;7185;7336;7881;8635;8449;7434;6504;6015;5658;4880;3884;2848;2239;3352;94935
"Jaguara";1355;1320;1465;1540;1823;2157;2167;1924;1736;1699;1688;1526;1289;971;744;1299;24703
"Jaguaré";3406;3327;3574;3705;4194;4943;5060;4452;3745;3269;2781;2307;1888;1474;1150;1687;50962
"Jaraguá";14195;14357;16616;16746;16983;17665;17132;15635;14041;12448;10779;8477;6040;3999;2611;2847;190571
"Jardim Ângela";25489;25360;28260;28222;28240;29146;28041;25465;22410;17876;14303;11286;8067;5140;3207;3376;303888
"Jardim Helena";10793;10360;11894;12415;12462;12447;11642;10522;9610;8356;7016;5639;4261;2985;2061;2334;134797
"Jardim Paulista";3678;3009;2947;3426;5396;8374;9330;7763;6377;6107;6183;6012;5401;4435;3424;7354;89216
"Jardim São Luís";20082;19686;22114;22424;24302;26829;26070;23314;20416;17354;14724;12031;8989;6041;4016;4721;273113
"José Bonifácio";8621;9089;10152;10134;10392;11637;12189;10737;9020;7739;7012;6579;5376;3457;2185;2480;126799
"Lajeado";13410;13208;15310;15974;15917;15459;14141;13080;11904;10107;8509;6736;4853;3216;2115;2422;166361
"Lapa";3190;2907;2952;3224;4110;5240;5764;5346;4871;4885;4821;4338;3642;2953;2544;5391;66178
"Liberdade";3541;3001;3086;3692;5341;7156;7257;6205;5213;4707;4546;4150;3536;2648;2056;3810;69945
"Limão";5195;4790;5271;5617;6501;7245;7047;6306;5612;5241;5029;4493;3613;2609;2019;3334;79922
"Mandaqui";5977;5858;6728;7300;8245;9109;9169;8842;8469;8192;7543;6227;4975;3835;2983;4571;108023
"Marsilac";571;650;816;821;744;666;615;538;538;541;501;412;310;214;153;183;8273
"Moema";3934;3451;3344;3665;4878;6828;8179;7817;6631;6342;6356;6048;5205;3748;2785;5619;84830
"Moóca";4025;3567;3694;4215;5354;6377;6645;6268;5865;5670;5418;4763;3812;3037;2628;5487;76825
"Morumbi";2962;2726;3026;3092;3417;3904;4148;4010;3765;3537;3198;2758;2320;1827;1396;2163;48249
"Parelheiros";11214;11219;13116;13253;12490;12115;11621;10832;9905;8339;6888;5290;3752;2411;1477;1561;135483
"Pari";1250;1088;1135;1219;1523;1695;1499;1315;1216;1119;998;808;704;569;508;1028;17674
"Parque do Carmo";5002;5039;5571;5626;5982;6481;6274;5645;5044;4354;3814;3221;2535;1731;1178;1476;68973
"Pedreira";11031;11245;12660;13025;13544;14000;13491;12217;10992;9378;7924;6290;4564;3009;1915;2312;147597
"Penha";7123;6864;7607;8231;9654;11017;10771;9791;9296;9181;8701;7571;6301;4914;4087;7091;128200
"Perdizes";4981;4700;4691;5228;7472;10170;10891;9345;8021;7901;8138;7768;6736;4967;3688;7396;112093
"Perus";6510;6335;7311;7439;7521;7370;7064;6706;6210;5295;4286;3328;2468;1650;1115;1340;81948
"Pinheiros";2835;2488;2476;2740;3872;5837;6634;5659;4820;4694;4623;4367;3754;3012;2432;5304;65547
"Pirituba";10661;10267;11379;12061;13454;15088;14913;13369;12384;11902;11065;9389;7316;5368;4038;5985;168639
"Ponte Rasa";5618;5622;6435;6800;7490;8272;7819;6966;6619;6475;6207;5319;4167;3150;2467;3582;93008
"Raposo Tavares";7576;7335;7963;8037;8548;9570;9822;8782;7509;6354;5486;4700;3735;2630;1675;1919;101641
"República";2878;2248;2229;2665;4553;6696;6593;5583;4821;4265;3824;3279;2645;1993;1480;2399;58151
"Rio Pequeno";8386;7485;8177;8460;9760;11341;11237;9923;8906;8183;7313;6026;4693;3413;2589;3689;119581
"Sacomã";16134;16047;17474;18251;20554;23607;23471;20917;18691;17235;15489;12843;9763;7073;5443;8210;251202
"Santa Cecília";4093;3435;3572;4176;6222;8557;8610;7313;6476;6074;5726;5160;4311;3338;2634;5170;84867
"Santana";5499;4986;5645;6504;8306;10174;10020;8859;8320;8612;8770;8086;6653;4995;4115;8015;117559
"Santo Amaro";3486;3352;3533;3766;4458;5434;5993;5918;5508;5408;5225;4764;4182;3476;2762;5078;72343
"São Domingos";5328;5317;5824;6102;6777;7597;7475;6793;6382;6030;5434;4532;3670;2823;2146;2939;85169
"São Lucas";8164;8204;8857;9482;11021;12518;12223;11017;10269;10342;9634;8164;6631;5166;4294;6600;142586
"São Mateus";10543;10388;11991;12478;13260;14227;13444;12178;11281;10433;9352;7711;5986;4387;3269;4118;155046
"São Miguel";6498;5931;6910;7356;7889;8095;7418;6836;6611;6262;5563;4484;3455;2717;2155;3142;91322
"São Rafael";11089;11971;13561;13512;13182;13142;12731;12012;11006;9420;7541;5875;4478;3208;2122;2243;147093
"Sapopemba";19828;19811;22411;23443;25210;26526;24781;22202;20392;18969;17044;14133;10921;7752;5556;6681;285660
"Saúde";6097;5467;5599;6231;8368;11486;12622;11075;9805;9584;9670;8949;7394;5802;4584;8919;131652
"Sé";1579;1326;1518;1644;2216;2717;2634;2492;2101;1592;1280;979;723;554;402;547;24304
"Socorro";1889;1850;2070;2228;2617;3114;3161;2929;2708;2686;2602;2347;2019;1706;1344;2143;37413
"Tatuapé";4320;4238;4764;5313;6411;7479;7689;7329;7066;7285;6992;6033;4776;3681;3111;6185;92672
"Tremembé";14398;14011;16116;16957;17677;18224;17451;16287;14995;13378;11659;9650;7372;5235;3778;5397;202585
"Tucuruvi";4788;4632;5132;5749;7185;8524;8385;7380;6796;6862;7013;6517;5304;4117;3437;6296;98117
"Vila Andrade";10217;10448;10978;10708;11976;13178;13299;12419;10662;8847;6965;5108;3652;2444;1605;1974;134480
"Vila Curuçá";10734;11159;13069;13576;13485;13618;12735;11864;10998;9607;8037;6473;5027;3642;2585;3152;149761
"Vila Formosa";4984;4996;5750;6265;7172;7962;7635;6919;6651;6902;6812;5970;4805;3684;2998;5222;94727
"Vila Guilherme";3287;2972;3245;3395;4006;4779;4920;4448;3897;3674;3593;3224;2625;2047;1700;3129;54941
"Vila Jacuí";9981;10630;12042;12547;13169;13578;12627;11263;10295;9391;8259;6593;4713;3131;2125;2628;142972
"Vila Leopoldina";2392;2210;2199;2290;2786;3544;4177;4203;3510;3110;2668;2118;1616;1184;943;1787;40737
"Vila Maria";7837;7410;8126;8549;9748;10883;10231;8845;7871;7239;6568;5516;4322;3241;2646;4474;113506
"Vila Mariana";5459;4785;4897;5854;8815;12570;13019;10657;9068;9129;9499;9208;7960;5974;4521;9526;130941
"Vila Matilde";5978;5931;6630;7147;8109;9024;8893;8143;7630;7432;7028;6203;4984;3857;3064;5087;105140
"Vila Medeiros";8143;7687;8530;9180;10569;11663;10868;9493;8717;8457;8239;7179;5758;4441;3590;5915;128429
"Vila Prudente";5654;5399;5905;6467;7866;9258;9169;8103;7425;7458;7238;6339;5164;4037;3293;5601;104376
"Vila Sônia";7208;6696;7140;7624;8986;10366;10457;9356;8229;7385;6714;5870;4806;3583;2644;4216;111280
"Total";752990;732283;816708;853960;941136;1044945;1027781;925598;832318;759543;685516;581085;456646;333244;248191;387170;11379114
Fonte: Fundação SEADE, 1996 a 2023
