População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2021
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Capão Redondo";21743;22352;19638;20882;24919;24447;25466;25874;24037;20923;18222;14908;12324;9622;6672;6582;298611
"Carrão";4111;4462;4130;4410;5276;5582;6251;6752;6753;6270;5857;5946;5411;4499;3594;5598;84902
"Casa Verde";5173;5592;4675;4738;5555;5751;6755;7321;6972;5963;5356;5260;4944;4116;3113;4677;85961
"Cidade Ademar";20334;21197;18227;18796;22233;22578;24416;24756;23327;20301;17679;14843;12749;10050;7288;8390;287164
"Cidade Dutra";13385;13972;12290;13240;16008;16046;16864;16969;16115;14368;13091;11441;9992;7884;5831;6295;203791
"Cidade Líder";8795;9110;8251;8881;10573;10901;11354;11630;10978;9727;8568;7539;6629;5281;3808;3898;135923
"Cidade Tiradentes";18018;17635;16654;18844;22477;21647;20207;19545;17768;15360;13151;11278;9612;7313;4529;3834;237872
"Consolação";2285;2281;1769;1702;1966;2998;5819;6623;5411;4194;3639;3843;3767;3310;2790;4899;57296
"Cursino";6070;6742;6058;5997;6667;7130;8375;9639;9489;8270;7604;7521;7190;5951;4405;6823;113931
"Ermelino Matarazzo";7876;8220;7504;7829;9288;9381;9998;10081;9330;8359;7664;6659;5690;4554;3131;3537;119101
"Freguesia do Ó";8260;8831;7397;7726;9578;9874;10968;11822;11241;9823;9116;8892;8406;6666;4822;6548;139970
"Grajaú";30056;30644;26767;28940;35062;34184;33232;32528;29791;26535;23977;19742;15707;11440;7543;6586;392734
"Guaianases";8389;8477;7364;8000;9558;9636;9284;8927;8231;7299;6583;5545;4645;3575;2392;2456;110361
"Iguatemi";11946;11852;10377;11442;13768;13548;12781;12117;10820;9879;9248;7778;6127;4466;2853;2589;151591
"Ipiranga";6034;6634;5910;5972;6845;7300;8428;9576;9388;8521;7709;7257;6617;5475;4162;6706;112534
"Itaim Bibi";4385;5178;4502;3656;3654;4351;6180;9014;10218;8658;6752;6404;6214;5745;4686;7648;97245
"Itaim Paulista";17169;17383;15695;16991;20913;20891;20110;19144;17228;15433;14457;12442;10260;7565;5138;5280;236099
"Itaquera";14331;14928;13393;14239;17389;16986;17046;17089;16559;15229;13774;11695;9837;7760;5565;6397;212217
"Jabaquara";13587;14684;13130;13196;15696;16025;18070;19899;19558;16878;15326;14145;12390;9872;7076;10153;229685
"Jaçanã";5764;5957;5850;6376;7538;7432;7871;8192;7750;6635;5815;5350;4911;3949;2927;3859;96176
"Jaguara";1290;1401;1216;1286;1502;1544;1830;2035;1960;1695;1543;1516;1465;1241;988;1375;23887
"Jaguaré";3373;3647;3352;3502;3929;3962;4394;5056;4966;4264;3562;3105;2541;2043;1591;2270;55557
"Jaraguá";15446;15730;13906;15502;18812;18050;17647;17667;16742;14976;13291;11449;9554;6961;4571;4492;214796
"Jardim Ângela";26088;26884;24924;26347;30579;28659;28069;28535;26968;24153;20927;15914;12628;9368;6151;5687;341881
"Jardim Helena";10834;11012;9209;9639;11841;11720;11379;10966;9970;8883;8089;6734;5536;4183;2933;3119;136047
"Jardim Paulista";3852;4334;3541;3079;3278;3897;6209;8998;9293;7371;6192;6060;5998;5607;4733;8131;90573
"Jardim São Luís";20570;21421;18733;19977;23852;23571;25193;26125;24386;21394;18571;15365;12784;9874;6838;7068;295722
"José Bonifácio";8157;8456;8719;9581;11208;10611;10646;11792;12014;10091;8493;7153;6427;5782;4253;4019;137402
"Lajeado";13540;13639;12132;12816;15966;15819;15222;14058;12630;11694;10417;8527;7056;5202;3463;3451;175632
"Lapa";3050;3451;3156;3039;3300;3620;4502;5483;5802;5186;4772;4804;4536;3868;3050;5464;67083
"Liberdade";3659;4174;3360;3067;3363;4079;5828;7373;7049;5923;4976;4533;4326;3738;3022;4453;72923
"Limão";5278;5664;4555;4623;5385;5628;6426;6698;6344;5533;4917;4558;4288;3586;2664;3521;79668
"Mandaqui";5876;6251;5575;5901;7287;7725;8509;8825;8652;8251;7840;7502;6616;5130;3905;5436;109281
"Marsilac";538;506;551;647;875;799;711;600;563;472;503;475;428;322;224;249;8463
"Moema";3610;4141;3992;3624;3898;4347;5623;7501;8548;7768;6514;6437;6249;5754;4653;6858;89517
"Moóca";4124;4567;3969;3796;4297;4950;5963;6675;6718;6190;5776;5507;5082;4198;3136;5528;80476
"Morumbi";3302;3597;2845;2951;3476;3444;3710;4064;4229;3986;3738;3453;3028;2511;2018;2929;53281
"Parelheiros";12741;12654;10857;12001;14664;13913;12473;11904;11291;10374;9336;7500;6057;4298;2833;2572;155468
"Pari";1416;1539;1172;1134;1238;1317;1622;1664;1430;1266;1166;1047;902;686;587;1010;19196
"Parque do Carmo";4818;5059;4620;5017;5811;5713;5956;6138;5741;5090;4521;3778;3281;2592;1898;2008;72041
"Pedreira";10928;11029;10710;11502;13967;14035;14126;13707;12895;11399;10259;8425;7040;5232;3566;3622;162442
"Penha";7021;7552;6656;6928;8207;8835;10112;10774;10089;9056;8684;8461;7714;6339;4986;7651;129065
"Perdizes";4807;5297;4951;4913;5148;5882;8356;10630;10869;8916;7833;7832;7879;7124;5824;8490;114751
"Perus";7071;7157;6030;6452;7949;7791;7630;6989;6661;6192;5659;4600;3614;2641;1823;1851;90110
"Pinheiros";2715;3131;2752;2536;2664;2946;4237;6227;6536;5359;4669;4622;4411;4027;3228;5716;65776
"Pirituba";10261;10943;9821;10107;11997;12392;13543;14442;13735;12058;11315;10696;9624;7659;5555;7205;171353
"Ponte Rasa";5121;5410;5018;5328;6534;6593;7206;7556;6834;6031;5819;5573;5221;4147;3050;4133;89574
"Raposo Tavares";7714;8192;6833;7324;8243;8208;8494;9205;9118;7878;6717;5561;4755;3879;2856;2990;107967
"República";3211;3688;2702;2342;2546;3163;5418;7018;6437;5354;4622;4006;3509;2847;2156;2937;61956
"Rio Pequeno";8926;9750;7248;7304;8399;8535;9797;10759;10211;8795;7968;7194;6245;4841;3555;4506;124033
"Sacomã";15500;16332;15447;16272;18928;19681;21619;23459;22206;19389;17365;15870;13780;10829;7710;10299;264686
"Santa Cecília";4478;4982;3911;3598;4074;4849;7132;8971;8447;7028;6309;5828;5353;4570;3560;5522;88612
"Santana";5512;6049;4883;4843;5928;6739;8527;9735;9121;7949;7609;7920;7784;6775;5169;8123;112666
"Santo Amaro";3298;3720;3495;3595;4044;4288;4894;5744;6123;5892;5404;5326;4925;4305;3560;5792;74405
"São Domingos";4952;5248;5004;5269;6144;6312;6854;7287;6905;6189;5868;5410;4722;3716;2851;3773;86504
"São Lucas";7546;7885;7779;8140;9370;9982;11336;12110;11338;10094;9483;9591;8410;6831;5215;7772;142882
"São Mateus";10219;10746;9367;10009;12297;12182;12766;13083;11885;10740;9904;8981;7799;6030;4396;5323;155727
"São Miguel";6693;7064;5353;5494;6896;6939;7330;7046;6280;5770;5602;5123;4392;3294;2386;3361;89023
"São Rafael";10949;11054;11050;12576;14556;13664;12932;12781;12312;11498;10363;8557;6594;4916;3509;3722;161033
"Sapopemba";19131;19875;17906;19231;23002;23280;24508;24417;22081;19646;18043;16505;14326;11187;8075;9192;290405
"Saúde";5839;6715;5931;5623;6095;6756;9066;12029;12518;10565;9570;9386;9292;8101;6301;10245;134032
"Sé";2023;2313;1337;1391;1655;1819;2453;2666;2487;2347;1868;1380;1104;781;551;700;26875
"Socorro";1841;2027;1672;1827;2117;2269;2604;2983;2863;2642;2412;2426;2237;1939;1561;2451;35871
"Tatuapé";4422;4830;4270;4617;5520;6106;7029;7759;7716;7266;7001;7205;6516;5352;3943;6595;96147
"Tremembé";15894;16300;14020;15021;18307;18437;18363;18191;17084;15815;14328;12419;10473;8168;5767;6925;225512
"Tucuruvi";4632;4973;4453;4624;5475;6139;7529;8276;7803;6718;6311;6377;6357;5540;4177;6681;96065
"Vila Andrade";10636;10666;11071;12174;13987;13701;14618;14666;14270;12840;10756;8744;6620;4652;3178;3425;166004
"Vila Curuçá";10519;10595;9818;10972;13584;13485;12888;12597;11375;10684;9696;8217;6657;5102;3709;4257;154155
"Vila Formosa";4824;5043;4679;5007;6187;6577;7373;7649;7081;6358;6203;6427;6055;4998;3772;5720;93953
"Vila Guilherme";3482;3898;3089;3086;3493;3505;4148;4795;4800;4217;3684;3484;3314;2782;2112;3324;57213
"Vila Jacuí";9017;9024;9438;10340;12507;12535;12844;12553;11339;10027;9180;8184;6989;5211;3450;3642;146280
"Vila Leopoldina";2206;2471;2488;2412;2667;2807;3280;3918;4465;4253;3424;3094;2504;1918;1378;2093;45378
"Vila Maria";7795;8279;6881;7107;8208;8466;9535;10068;9026;7705;6896;6266;5532;4380;3228;4708;114080
"Vila Mariana";5670;6277;5252;4922;5335;6506;9753;13147;12669;10051;8788;9048;9109;8422;6755;10324;132028
"Vila Matilde";5669;6023;5648;5944;7127;7562;8356;8735;8319;7478;7049;6778;6183;5171;3838;5636;105516
"Vila Medeiros";7680;8197;7047;7153;8505;8873;10133;10513;9370;8083;7509;7217;6895;5559;4222;6178;123134
"Vila Prudente";5398;5773;5345;5379;6383;6939;8313;9063;8613;7413;6912;6945;6454;5338;4081;6267;104616
"Vila Sônia";7600;8243;7022;7145;8097;8584;9747;10667;10410;9067;7980;7049;6274;5213;4010;5356;122464
"Total";757391;794283;703952;738445;874734;888439;960036;1015209;965481;852399;765388;687503;603664;484074;355650;468203;11914851
Fonte: Fundação SEADE, 1996 a 2023
