População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2013
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Lajeado";13687;12887;14600;16133;15832;15554;14273;13089;12032;10372;8639;7005;5092;3416;2201;2501;167313
"Lapa";3296;2945;2934;3199;3923;5065;5739;5511;4935;4846;4862;4443;3757;3043;2541;5378;66417
"Liberdade";3770;3045;3040;3551;4929;6881;7403;6441;5385;4762;4553;4249;3634;2814;2090;3855;70402
"Limão";5444;4682;5097;5561;6208;7128;7049;6406;5642;5214;4980;4557;3714;2730;2010;3335;79757
"Mandaqui";6143;5742;6471;7299;8008;9025;9157;8870;8482;8177;7657;6460;5112;3981;3027;4646;108257
"Marsilac";552;627;766;849;753;683;611;554;517;544;501;429;321;226;156;189;8278
"Moema";4021;3576;3339;3646;4631;6486;8059;8086;6906;6308;6403;6129;5411;4046;2879;5695;85621
"Moóca";4217;3621;3654;4159;5174;6294;6684;6406;5938;5704;5477;4912;3977;3124;2621;5473;77435
"Morumbi";3172;2690;2975;3169;3366;3857;4139;4087;3815;3594;3277;2846;2392;1913;1449;2227;48968
"Parelheiros";11674;10926;12717;13635;12758;12176;11728;10994;10069;8686;7081;5591;3969;2607;1574;1634;137819
"Pari";1348;1085;1125;1211;1449;1703;1554;1342;1230;1137;1019;846;705;597;493;1031;17875
"Parque do Carmo";5097;4904;5431;5685;5849;6395;6322;5733;5105;4463;3846;3313;2617;1852;1213;1521;69346
"Pedreira";11098;11073;12259;13241;13454;14057;13605;12487;11136;9718;8098;6603;4820;3243;2037;2405;149334
"Penha";7355;6755;7392;8188;9309;10862;10905;9942;9268;9136;8771;7758;6443;5100;4061;7152;128397
"Perdizes";5102;4729;4702;5112;6908;9788;10949;9813;8186;7845;8093;7892;6933;5313;3798;7429;112592
"Perus";6775;6178;7049;7600;7481;7479;7057;6760;6262;5478;4419;3470;2576;1765;1151;1382;82882
"Pinheiros";2952;2534;2458;2685;3547;5413;6672;5934;4923;4667;4655;4410;3887;3119;2489;5298;65643
"Pirituba";10920;10114;11000;12064;13038;14803;14993;13625;12361;11892;11146;9666;7594;5602;4108;6084;169010
"Ponte Rasa";5668;5473;6143;6809;7215;8114;7907;7024;6528;6417;6156;5457;4282;3245;2473;3634;92545
"Raposo Tavares";7898;7123;7823;8078;8385;9319;9798;9003;7666;6526;5560;4805;3872;2787;1786;1992;102421
"República";3147;2311;2215;2577;4040;6489;6818;5804;4943;4369;3891;3384;2744;2092;1528;2432;58784
"Rio Pequeno";8984;7312;7962;8460;9325;11065;11306;10138;8942;8241;7402;6225;4846;3578;2614;3768;120168
"Sacomã";16366;15831;17074;18327;20009;23149;23762;21419;18944;17387;15780;13309;10241;7422;5537;8406;252963
"Santa Cecília";4388;3491;3518;4083;5722;8285;8834;7616;6582;6146;5781;5275;4455;3482;2681;5161;85500
"Santana";5774;4914;5399;6354;7792;9876;10133;9020;8252;8411;8689;8177;6858;5199;4078;7990;116916
"Santo Amaro";3583;3354;3505;3786;4349;5287;5957;6006;5616;5388;5297;4849;4277;3580;2839;5111;72784
"São Domingos";5378;5228;5660;6111;6579;7442;7540;6889;6365;6067;5507;4677;3758;2929;2190;3016;85336
"São Lucas";8174;8111;8637;9423;10627;12324;12358;11199;10278;10186;9825;8366;6837;5335;4282;6747;142709
"São Mateus";10812;10071;11466;12550;12888;14003;13583;12233;11278;10461;9430;7936;6164;4564;3312;4239;154990
"São Miguel";6853;5733;6548;7346;7629;8064;7453;6793;6493;6238;5590;4609;3525;2742;2157;3146;90919
"São Rafael";11103;11647;13260;13818;13238;13119;12807;12144;11193;9750;7868;6126;4675;3385;2252;2363;148748
"Sapopemba";20199;19262;21599;23480;24576;26331;25073;22432;20425;19012;17231;14539;11303;8151;5683;6926;286222
"Saúde";6345;5530;5535;6125;7808;10887;12665;11538;9936;9567;9632;9163;7684;6033;4708;8982;132138
"Sé";1819;1273;1487;1631;2054;2698;2671;2500;2201;1674;1313;1035;752;571;417;558;24654
"Socorro";1971;1782;2016;2194;2507;3002;3178;2941;2722;2630;2611;2363;2052;1721;1377;2155;37222
"Tatuapé";4496;4172;4669;5294;6237;7376;7745;7438;7103;7199;7134;6218;5003;3819;3114;6209;93226
"Tremembé";15021;13774;15645;17256;17681;18281;17702;16513;15256;13701;11940;10006;7734;5530;3896;5512;205448
"Tucuruvi";4917;4561;4978;5649;6818;8358;8483;7568;6791;6764;6934;6621;5502;4245;3432;6323;97944
"Vila Andrade";10286;10524;11044;11226;11975;13457;13541;12869;11175;9287;7410;5494;3912;2664;1724;2093;138681
"Vila Curuçá";10843;10766;12516;13682;13437;13507;12886;11827;11082;9790;8222;6665;5186;3807;2657;3246;150119
"Vila Formosa";5067;4894;5527;6255;6934;7889;7732;7018;6598;6770;6833;6118;4968;3818;3006;5262;94689
"Vila Guilherme";3508;2943;3178;3415;3819;4650;4941;4574;3985;3675;3593;3305;2718;2119;1702;3139;55264
"Vila Jacuí";9791;10389;11569;12623;12921;13530;12776;11407;10323;9478;8382;6866;4974;3327;2203;2708;143267
"Vila Leopoldina";2425;2272;2202;2334;2720;3457;4107;4304;3708;3153;2801;2223;1709;1253;961;1813;41442
"Vila Maria";8138;7228;7881;8490;9344;10686;10387;9005;7910;7253;6609;5663;4456;3356;2620;4493;113519
"Vila Mariana";5744;4841;4841;5616;8040;11930;13306;11222;9242;8987;9451;9285;8224;6320;4646;9495;131190
"Vila Matilde";6070;5838;6415;7130;7869;8912;8957;8268;7629;7403;7071;6322;5167;3967;3099;5120;105237
"Vila Medeiros";8354;7518;8179;9083;10082;11480;10994;9599;8647;8339;8125;7331;5866;4560;3562;5921;127640
"Vila Prudente";5763;5371;5717;6418;7492;9092;9255;8317;7433;7357;7278;6493;5322;4166;3310;5660;104444
"Vila Sônia";7567;6668;7062;7655;8760;10242;10573;9668;8423;7547;6820;6040;4984;3783;2734;4294;112820
"Total";774714;719399;792223;859602;916550;1030116;1036419;944325;841884;767854;694377;598093;474256;349732;253720;393011;11446275
Fonte: Fundação SEADE, 1996 a 2023
