População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2005
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Jardim Ângela";26371;25801;27263;26778;27646;27747;25123;21264;18074;13796;10803;7458;5139;3110;2051;2139;270563
"Jardim Helena";12580;12622;13718;13626;13491;12988;11870;10532;9210;7470;6036;4430;3422;2283;1642;1727;137647
"Jardim Paulista";3142;2935;3281;4431;7329;8512;7586;6661;6162;6273;6129;5390;4522;3750;3375;6839;86317
"Jardim São Luís";21200;21025;23014;23637;25791;25826;23709;20672;17802;14553;11788;8575;6375;4256;2911;3277;254411
"José Bonifácio";8930;8986;10123;10672;11311;10848;9985;8556;8107;7489;6534;4949;3641;2263;1595;1663;115652
"Lajeado";15374;15459;16882;16219;15940;15114;13868;12446;10643;8459;6733;4832;3495;2316;1579;1765;161124
"Lapa";2867;2855;3245;3836;4790;5129;5073;4926;4699;4620;4236;3555;3192;2781;2581;4602;62987
"Liberdade";3250;3034;3422;4392;6242;6914;6079;5380;4864;4444;4112;3302;2788;2177;1965;3272;65637
"Limão";5487;5500;6167;6714;7715;7256;6676;6211;5818;5344;4704;3705;3109;2351;1983;2738;81478
"Mandaqui";6517;6699;7762;8261;9116;9134;9087;8971;8303;7393;6322;4914;4127;3268;2539;3341;105754
"Marsilac";804;824;953;837;734;615;618;552;557;458;389;297;244;182;119;132;8315
"Moema";3493;3174;3578;4323;5929;6815;6919;6779;6098;6201;5712;4619;3670;2858;2571;4489;77228
"Moóca";3419;3357;3879;4556;5465;5632;5556;5606;5313;4946;4391;3715;3320;2972;2719;4594;69440
"Morumbi";2501;2560;2792;2971;3558;3677;3599;3377;3145;2877;2614;2133;1700;1250;973;1396;41123
"Parelheiros";11528;11786;12561;11841;11222;10834;10331;9054;8004;6179;4821;3256;2271;1471;929;1047;117135
"Pari";1006;936;1023;1208;1538;1474;1275;1166;1097;999;859;719;677;558;576;900;16011
"Parque do Carmo";5491;5600;6120;6172;6460;6354;5942;5203;4600;3871;3267;2379;1833;1226;842;1027;66387
"Pedreira";12257;12122;13165;13108;13723;13221;12450;10749;9404;7541;6018;4229;2972;1992;1328;1560;135839
"Penha";7427;7538;8598;9523;10718;10728;10096;9715;9266;8631;7667;6235;5574;4594;4063;5859;126232
"Perdizes";4704;4739;5276;6534;9195;9680;9182;8559;8213;8045;7547;6157;5195;4080;3559;6297;106962
"Perus";6898;6902;7395;7055;7374;7115;6861;6035;5278;4120;3325;2333;1790;1222;839;1001;75543
"Pinheiros";2603;2442;2816;3532;5081;6143;5738;5231;4769;4807;4330;3741;3164;2644;2557;4702;64300
"Pirituba";11501;11460;13016;13681;14783;14981;14358;13254;12413;11046;9402;7175;5876;4432;3487;4495;165360
"Ponte Rasa";6536;6699;7717;8151;8710;8545;7937;7405;7096;6407;5608;4372;3630;2713;2206;2679;96411
"Raposo Tavares";7780;7931;8331;8861;9347;9493;8897;7640;6686;5632;4732;3510;2580;1740;1115;1352;95627
"República";2480;2108;2221;3012;5324;6211;5474;4675;4190;3642;3273;2605;2175;1638;1318;2065;52411
"Rio Pequeno";8428;8342;9242;9801;11002;11036;10288;9329;8436;7436;6162;4620;3828;2788;2104;2551;115393
"Sacomã";17241;17231;18865;19887;21991;22682;21682;19680;17670;15216;12409;9553;7725;5874;4734;6088;238528
"Santa Cecília";3654;3320;3725;4693;7164;7974;7090;6292;5935;5493;4994;4055;3451;2845;2532;4540;77757
"Santana";5604;5809;7075;8180;10925;10964;9910;9439;9220;9069;8008;6583;5646;4631;4207;6625;121895
"Santo Amaro";2931;3058;3564;4197;5230;5255;5134;5177;4952;5025;4714;4163;3536;2876;2463;4023;66298
"São Domingos";5930;5814;6440;6840;7764;7827;7365;6697;6151;5402;4656;3761;3087;2300;1778;2087;83899
"São Lucas";9001;9169;10247;10956;12249;12332;11780;11349;10384;9743;8275;6715;5804;4582;3885;4746;141217
"São Mateus";11950;12219;13883;14044;14610;14444;13429;12431;11173;9647;8138;6107;4853;3575;2580;2888;155971
"São Miguel";7294;7301;8363;8480;8954;8546;7925;7310;6751;5765;4850;3829;3155;2528;1918;2446;95415
"São Rafael";12397;12590;13174;12762;12815;12814;12023;10625;9062;7417;5883;4401;3231;2177;1384;1480;134235
"Sapopemba";22478;23087;25629;26302;27245;26248;24224;22167;20089;17493;14579;10837;8669;5959;4273;4579;283858
"Saúde";5697;5634;6410;7636;9899;11411;11022;10125;9670;9229;8491;6954;5884;4985;4405;7335;124787
"Sé";1315;1295;1421;1615;2403;2464;2185;2032;1711;1360;1121;823;632;526;396;512;21811
"Socorro";1942;2169;2514;2888;3317;3352;3039;2989;2826;2759;2500;2156;1840;1499;1147;1674;38611
"Tatuapé";4077;4283;5049;5752;6680;6954;6806;6902;6712;6526;5602;4631;4003;3452;3167;5054;85650
"Tremembé";14473;14297;15921;16211;17041;16828;15467;14328;12840;10865;9032;6898;5463;3932;2974;3926;180496
"Tucuruvi";5084;5247;6271;7214;8482;8401;7742;7373;7263;7054;6459;5490;4661;3871;3438;5111;99161
"Vila Andrade";9391;8762;8802;8531;10173;10491;9977;8823;7142;5664;4274;2830;2014;1262;874;1051;100061
"Vila Curuçá";12904;13265;14670;14416;14057;13875;12718;11570;10048;8274;6722;5138;3985;2746;1903;2226;148517
"Vila Formosa";5452;5690;6670;7303;8138;7919;7371;7151;6964;6704;5876;4868;4159;3333;2873;4017;94488
"Vila Guilherme";2916;3013;3444;3822;4585;4645;4214;3981;3717;3487;3159;2635;2327;1947;1682;2532;52106
"Vila Jacuí";12568;12547;13866;13619;13984;13497;12414;11091;9885;8335;6569;4757;3389;2329;1646;1881;142377
"Vila Leopoldina";1996;1869;2023;2300;2734;3005;3121;3131;2632;2375;1881;1461;1227;967;873;1371;32966
"Vila Maria";8391;8354;9055;9650;10977;10918;9596;8715;7777;6880;5882;4583;3890;3073;2595;3726;114062
"Vila Mariana";5151;5048;5870;7725;11167;12377;10923;9743;9368;9579;8913;7524;6135;4976;4421;8358;127278
"Vila Matilde";6457;6642;7674;8217;9000;8965;8502;8067;7672;7053;6184;5167;4216;3480;2923;4003;104222
"Vila Medeiros";9108;9121;10350;11254;12601;12158;10938;10221;9560;8676;7727;6100;5303;4244;3523;4711;135595
"Vila Prudente";6030;6033;6940;7691;9006;8973;8482;8038;7628;7238;6356;5168;4458;3653;3107;4574;103375
"Vila Sônia";6764;6678;7222;7969;9076;9208;8841;7886;7205;6315;5518;4329;3465;2608;2047;2989;98120
"Total";796500;798221;882700;920512;1014524;1016330;947844;860511;777408;681915;578319;447375;358579;269209;214622;301004;10865573
Fonte: Fundação SEADE, 1996 a 2023
