População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2000
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Iguatemi";11088;10550;10596;10867;9776;9114;9130;8024;6783;5203;3782;2433;1629;1043;615;670;101303
"Ipiranga";6439;6291;6890;8262;9000;8519;7751;7564;7255;6420;5320;3960;3888;3470;3355;4522;98906
"Itaim Bibi";3533;3489;4262;5865;7322;7105;6283;6730;6457;6208;5503;4278;3333;3306;3301;4705;81680
"Itaim Paulista";22792;21729;22125;22945;20558;19357;18331;16075;13760;10749;7989;5368;4044;2793;1749;1889;212253
"Itaquera";19793;18367;18823;20104;20089;18933;17508;15530;13244;10939;8614;6166;4896;3431;2342;2512;201291
"Jabaquara";16725;15721;17320;19646;20387;19451;18727;17869;15861;12803;10115;7730;6789;5343;4448;5202;214137
"Jaçanã";7831;7451;7814;9038;8951;7846;7066;6998;6357;5287;4424;3229;3030;2379;1809;2269;91779
"Jaguara";1621;1675;1959;2390;2444;2125;1885;1988;1908;1733;1526;1098;945;881;731;844;25753
"Jaguaré";3607;3308;3388;3912;4326;4091;3801;3273;2750;2342;2004;1656;1393;1003;778;871;42503
"Jaraguá";14636;13667;14530;15102;14312;13121;12713;11825;10178;8116;6046;3975;2718;1817;1269;1302;145327
"Jardim Ângela";27901;25022;24458;26161;26330;25526;22569;18081;14991;11601;8491;5286;3625;2162;1452;1469;245125
"Jardim Helena";15207;14123;14062;14730;13975;13039;11917;10380;8577;6757;5193;3584;2853;1863;1343;1321;138924
"Jardim Paulista";3002;3022;3574;5349;8000;7550;6252;6372;6294;6364;6012;4867;3938;3389;3571;6288;83844
"Jardim São Luís";23375;21025;22115;25218;25540;23842;21584;18701;15810;12672;9636;6422;4889;3357;2264;2408;238858
"José Bonifácio";9019;8473;9454;11669;11970;9454;8024;7260;7584;7529;6066;3701;2654;1737;1274;1201;107069
"Lajeado";18108;16986;16694;16560;15596;14748;13662;11693;9591;7359;5420;3698;2733;1856;1262;1350;157316
"Lapa";2732;2851;3492;4457;5056;4648;4402;4783;4612;4267;3758;3030;2952;2768;2593;3880;60281
"Liberdade";3351;3130;3644;4788;6174;6123;5257;4980;4804;4249;3693;2728;2301;2004;1930;2850;62006
"Limão";6274;5946;6646;7757;8239;6943;6233;6221;6007;5320;4250;3096;2787;2289;1907;2218;82133
"Mandaqui";7382;7232;8138;9184;9366;8833;8824;8996;8022;6532;5361;4098;3555;2950;2189;2478;103140
"Marsilac";1036;952;963;902;731;594;606;596;521;386;297;227;207;165;96;101;8380
"Moema";3198;3092;3773;4977;6414;6056;5630;6184;6000;5919;5138;3574;2753;2502;2499;3633;71342
"Moóca";3153;3220;3939;4734;5159;4789;4652;5176;4877;4317;3594;3050;3110;3042;2771;3784;63367
"Morumbi";2304;2234;2369;2863;3425;3221;2960;2814;2570;2305;2137;1677;1262;892;696;911;34640
"Parelheiros";12387;11324;10906;10804;10161;9434;9022;7517;6442;4798;3444;2158;1483;1013;640;741;102274
"Pari";929;805;914;1188;1414;1302;1167;1077;1018;926;775;704;648;603;612;795;14877
"Parque do Carmo";6132;5779;6264;6773;6548;5942;5603;4846;4210;3549;2788;1823;1384;973;628;743;63985
"Pedreira";13544;12437;12594;13390;13485;12357;11464;9698;8110;6394;4685;3074;2116;1499;1024;1118;126989
"Penha";8184;7953;9104;10819;10990;10089;9608;9860;9103;7971;6807;5350;5113;4587;3965;4889;124392
"Perdizes";4601;4775;5883;7707;9554;8414;7733;8532;8649;7967;6829;4967;4186;3787;3598;5339;102521
"Perus";7746;7010;6812;6828;7053;6937;6524;5405;4473;3366;2688;1746;1386;1014;661;779;70428
"Pinheiros";2578;2467;3131;4336;5562;5517;4993;5275;4889;4835;4076;3241;2839;2471;2798;4130;63138
"Pirituba";12812;12225;13694;15297;15042;14089;13749;13429;12197;10071;7979;5720;5006;3923;3071;3432;161736
"Ponte Rasa";7612;7429;8288;9621;9241;8362;8084;7860;7263;6114;4894;3709;3278;2441;1950;2026;98172
"Raposo Tavares";8572;7982;8308;9750;9719;8808;7919;6896;6128;5197;4143;2704;1892;1276;834;1013;91141
"República";2541;2074;2170;3162;4870;5394;4809;4203;3826;3251;2881;2190;1909;1469;1248;1813;47810
"Rio Pequeno";9567;8730;9744;11171;11164;10059;9371;9004;7930;6742;5236;3716;3272;2461;1715;1808;111690
"Sacomã";18718;17757;19173;21557;22017;20680;20217;19139;16915;13484;10176;7520;6630;5304;4202;4670;228159
"Santa Cecília";3699;3257;3710;4963;6874;6858;6055;5789;5541;5024;4370;3280;2901;2598;2487;3908;71314
"Santana";6199;6467;7977;9662;12639;11161;9958;10286;9907;8963;7068;5395;5012;4578;4168;5349;124789
"Santo Amaro";2553;2738;3472;4636;5725;4709;4266;4555;4530;4546;4286;3690;3061;2474;2275;3157;60673
"São Domingos";6656;6081;6647;7599;8303;7686;7276;6711;5830;4848;4051;3283;2690;1996;1521;1546;82724
"São Lucas";9828;9889;11126;12345;12521;11611;11449;11923;10379;8787;7298;5721;5329;4280;3458;3525;139469
"São Mateus";13949;13220;14368;15645;14896;13897;13385;12525;10816;8775;7046;5007;4082;3084;2043;2101;154839
"São Miguel";8892;8202;8879;9528;9304;8756;8346;7537;6493;5148;4167;3376;2933;2340;1674;1866;97441
"São Rafael";13733;12387;12091;12457;12437;12300;11341;9488;7626;6180;4935;3540;2513;1627;1007;1069;124731
"Sapopemba";26088;25081;26843;29199;27638;25244;23883;22275;19573;15994;12574;8672;7269;5001;3394;3326;282054
"Saúde";5677;5846;7055;8908;10056;10026;9541;9890;9645;8720;7283;5574;4976;4562;4393;6023;118175
"Sé";1455;1172;1280;1566;2253;2209;1870;1671;1537;1290;1035;774;600;540;421;501;20174
"Socorro";2135;2317;2844;3569;3801;3289;2898;3023;2924;2672;2374;1971;1701;1317;1006;1298;39139
"Tatuapé";4109;4138;5067;6093;6503;6198;6032;6601;6352;5630;4608;3729;3627;3438;3189;4104;79418
"Tremembé";15552;13840;14556;15764;16160;15353;13840;12719;11172;9090;7202;5208;4371;3236;2440;2925;163428
"Tucuruvi";5631;5689;7113;8633;8915;7885;7211;7656;7651;6969;5741;4710;4349;3821;3388;4133;99495
"Vila Andrade";8024;6839;6548;6851;7936;7985;7111;6170;4823;3662;2722;1663;1169;711;503;576;73293
"Vila Curuçá";15486;14356;14773;15222;14253;13599;12712;10964;9119;7240;5752;4226;3289;2213;1452;1633;146289
"Vila Formosa";6096;6141;7059;8385;8545;7664;7206;7514;7089;6196;5038;4121;3804;3206;2736;3104;93904
"Vila Guilherme";2937;2990;3494;4336;4765;4264;3619;3754;3692;3302;2772;2260;2203;1977;1667;2058;50090
"Vila Jacuí";14974;13901;14478;14702;14068;13087;12274;10998;9378;7409;5284;3654;2667;1919;1347;1404;141544
"Vila Leopoldina";1646;1613;1801;2322;2484;2349;2173;2364;2130;1797;1413;1073;1005;853;811;1040;26874
"Vila Maria";9598;8869;9387;10638;11256;10437;9174;8818;7674;6499;5278;3965;3680;3099;2476;3096;113944
"Vila Mariana";5328;5390;6798;9270;11662;10854;9463;9766;9951;9631;8181;6183;4993;4591;4523;7204;123788
"Vila Matilde";7103;7123;8211;9296;9313;8604;8125;8140;7623;6568;5437;4419;3788;3284;2819;3154;103007
"Vila Medeiros";10590;10215;11397;13337;13513;12119;11122;11107;10180;8543;6958;5335;5000;4223;3375;3711;140725
"Vila Prudente";6613;6602;7564;8916;9266;8334;7896;8315;7763;6768;5580;4373;4047;3484;2932;3774;102227
"Vila Sônia";6823;6440;6963;8193;8505;7783;7450;6918;6444;5500;4561;3292;2624;2065;1652;2141;87354
"Total";878843;826711;885320;991896;1022114;945990;876570;821703;733856;617364;494006;360545;301192;238254;193393;238627;10426384
Fonte: Fundação SEADE, 1996 a 2023
