População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:1996
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Consolação";2546;2464;2727;3967;6077;5995;5125;4805;4477;3983;3607;2983;2797;2458;2196;3590;59797
"Cursino";7627;7871;8571;8936;9530;9311;8970;8656;7594;6239;5341;4374;4238;3353;2473;2929;106013
"Ermelino Matarazzo";10010;9739;9855;9902;10553;9908;9058;8006;6606;5149;3917;2848;2300;1658;1125;1252;101886
"Freguesia do Ó";12029;12300;12772;13409;13950;13498;13144;12102;10424;8264;6802;5473;4895;3829;2767;3064;148722
"Grajaú";29967;29426;28423;27706;27813;25938;23560;19920;16199;11530;7995;5041;3466;2209;1358;1327;261878
"Guaianases";10273;10062;9770;9468;9278;8522;7780;6654;5425;4182;2982;2113;1615;1068;700;753;90645
"Iguatemi";9289;9299;8836;8373;7877;7356;7047;6199;5076;3702;2658;1713;1203;788;481;453;80350
"Ipiranga";6653;6994;7212;7909;8936;8962;8309;7826;6980;5892;5206;4321;4319;3624;3050;4111;100304
"Itaim Bibi";4831;5034;5736;6962;8196;8424;7812;7873;7133;6292;5359;4443;3940;3524;2907;4032;92498
"Itaim Paulista";21689;21460;20450;19885;18774;17743;16370;13849;11382;8469;6497;4435;3309;2224;1367;1435;189338
"Itaquera";19466;19053;18941;19052;19041;18149;16491;14227;11800;9476;7488;5510;4185;2907;1911;2078;189775
"Jabaquara";18293;18026;18587;19160;20277;20574;19735;17558;14672;11573;9517;7506;6602;4928;3574;4152;214734
"Jaçanã";7874;8020;8244;8631;8537;7940;7275;6777;5887;4740;4105;3178;2899;2185;1509;1958;89759
"Jaguara";1920;2079;2290;2440;2576;2437;2224;2129;1982;1664;1444;1149;1017;854;646;692;27543
"Jaguaré";3827;3805;3753;3978;4545;4345;3888;3291;2728;2298;1928;1549;1270;897;608;712;43422
"Jaraguá";12450;12495;12724;12184;11573;10915;10602;9694;8007;5979;4439;3015;2087;1457;958;985;119564
"Jardim Ângela";24819;24109;22766;22242;22639;21927;19498;15539;12685;9337;6690;4123;2934;1785;1130;1112;213335
"Jardim Helena";14880;14373;13711;13745;13593;12524;10934;9217;7495;5658;4423;3090;2389;1583;1056;1024;129695
"Jardim Paulista";3674;3873;4592;6190;8670;8599;7512;7366;7091;6602;5840;4786;4403;3813;3427;5707;92145
"Jardim São Luís";23006;22443;22272;22736;23993;22664;20374;17378;14069;10464;7990;5435;4197;2762;1768;1792;223343
"José Bonifácio";9337;10024;11253;11600;10586;8843;8190;8165;7848;6337;4839;3131;2311;1440;946;958;105808
"Lajeado";16529;16003;15117;14235;13846;12729;11587;9733;7713;5693;4235;2965;2254;1484;911;988;136022
"Lapa";3264;3557;4129;4708;5323;5322;5123;5141;4731;4178;3784;3345;3257;2863;2384;3592;64701
"Liberdade";4102;3970;4217;5046;6814;7084;6256;5687;5115;4165;3584;2822;2559;2215;1847;2648;68131
"Limão";7131;7147;7441;7806;8255;7657;7097;6800;5925;4877;4078;3161;2850;2192;1646;1858;85921
"Mandaqui";8160;8419;8790;9134;9555;9578;9410;8770;7391;5906;4975;3921;3373;2577;1740;2075;103774
"Marsilac";915;900;870;741;587;550;536;486;428;310;244;196;165;142;80;88;7238
"Moema";3743;3854;4568;5365;6502;6583;6385;6735;6193;5440;4396;3448;2998;2617;2203;3091;74121
"Moóca";3729;3948;4388;4891;5437;5533;5301;5373;4739;4129;3766;3435;3510;3095;2510;3441;67225
"Morumbi";2498;2531;2784;3324;4000;3629;3133;2958;2721;2373;2068;1585;1231;851;593;746;37025
"Parelheiros";9524;9388;8920;8208;7804;7202;6825;5774;4689;3228;2341;1501;1064;751;467;502;78188
"Pari";1153;1113;1169;1385;1606;1618;1506;1259;1130;1010;875;812;810;697;561;787;17491
"Parque do Carmo";6280;6139;6225;6339;6208;5587;5164;4420;3786;2985;2245;1522;1109;775;485;569;59838
"Pedreira";11652;11601;11405;10902;11112;10387;9607;8257;6552;4949;3599;2467;1754;1193;771;839;107047
"Penha";9103;9372;9962;10785;11297;11131;10446;9966;8824;7545;6774;5735;5381;4485;3470;4175;128451
"Perdizes";5343;5890;6972;7898;9308;9023;8684;9012;8595;7361;6150;5006;4555;3891;3236;4610;105534
"Perus";6390;6141;5896;5712;5896;5790;5339;4372;3600;2646;2130;1503;1186;824;560;604;58589
"Pinheiros";3202;3331;3958;4886;6009;6346;6003;6037;5287;4759;4075;3431;3335;2760;2569;3787;69775
"Pirituba";13595;13680;14113;14323;14670;14633;14044;12881;11019;8701;7151;5450;4733;3603;2512;2737;157845
"Ponte Rasa";8568;8729;9114;9532;9617;9035;8749;7903;6844;5554;4585;3590;3131;2254;1536;1658;100399
"Raposo Tavares";8732;8820;8751;9082;9221;8518;7629;6676;5791;4509;3411;2247;1616;1063;686;828;87580
"República";2907;2451;2316;3248;5433;6222;5537;4788;4164;3302;2853;2286;2027;1578;1231;1793;52136
"Rio Pequeno";9778;9699;10187;10397;10551;10133;9358;8538;7324;5833;4688;3553;2924;2100;1360;1476;107899
"Sacomã";19539;19484;19347;19847;21381;21219;20430;18108;15038;11634;9298;7324;6336;4783;3423;3783;220974
"Santa Cecília";4185;3952;4212;5312;7512;7906;7045;6489;5898;5067;4330;3512;3316;2824;2426;3629;77615
"Santana";7319;7907;8849;9756;12559;12507;11573;11049;9775;8227;6871;5767;5510;4611;3637;4756;130673
"Santo Amaro";3132;3606;4566;5472;6331;5495;4990;5145;5108;4801;4342;3631;3140;2462;1973;2850;67044
"São Domingos";6437;6346;6744;7048;7681;7327;6858;6096;5252;4324;3675;2913;2413;1665;1174;1223;77176
"São Lucas";11399;11748;12156;12486;13235;13378;12635;12001;10073;8275;7172;5823;5273;3955;2743;2908;145260
"São Mateus";15054;14937;15120;15111;15007;14345;13487;11953;9968;7780;6326;4677;3708;2601;1638;1665;153377
"São Miguel";9662;9372;9491;9743;10050;9568;8652;7340;6129;4864;4053;3369;2813;2106;1386;1496;100094
"São Rafael";11857;11426;11071;10854;11002;10679;9528;8044;6635;5194;4090;2839;1984;1254;785;832;108074
"Sapopemba";26945;27182;27207;27298;26885;25524;23595;21026;17667;13752;10927;7812;6272;4208;2633;2624;271557
"Saúde";6827;7262;8000;8918;10101;10831;10682;10385;9406;8010;6916;5754;5445;4575;3797;5224;122133
"Sé";1773;1486;1445;1751;2535;2588;2323;1990;1692;1332;1111;858;705;570;410;516;23085
"Socorro";2562;2879;3305;3729;3907;3640;3276;3214;3014;2614;2346;1884;1587;1195;825;1006;40983
"Tatuapé";4624;4870;5470;6015;6485;6754;6507;6555;5989;5150;4524;4014;4015;3469;2728;3509;80678
"Tremembé";13906;13543;13678;13940;14198;13570;12448;11213;9504;7601;6209;4660;3964;2743;1952;2329;145458
"Tucuruvi";6790;7203;8062;8909;9125;8859;8386;8281;7629;6585;5695;4945;4538;3720;2887;3455;105069
"Vila Andrade";6394;5794;5455;5372;6209;6251;5770;4781;3715;2680;1887;1206;899;538;332;419;57702
"Vila Curuçá";15228;14722;14405;14182;13844;12883;11725;9746;7962;6234;4937;3566;2709;1843;1149;1261;136396
"Vila Formosa";6937;7234;7784;8430;8661;8426;7847;7535;6734;5719;4934;4189;3798;3041;2189;2446;95904
"Vila Guilherme";3647;3813;4136;4610;5073;4893;4366;4195;3872;3268;2939;2495;2402;1994;1546;1800;55049
"Vila Jacuí";13518;13182;12995;12442;12287;11465;10700;9346;7532;5733;4176;2974;2239;1563;1028;1064;122244
"Vila Leopoldina";1810;1818;1962;2267;2522;2425;2242;2285;1975;1623;1374;1079;1058;872;709;890;26911
"Vila Maria";10369;10086;10011;10643;11702;11468;10055;8919;7560;6140;5190;4150;3788;3047;2249;2637;118014
"Vila Mariana";6296;6663;7923;9524;11532;11610;10655;10626;10072;8840;7394;5989;5498;4784;4138;6482;128026
"Vila Matilde";8034;8320;8876;9386;9623;9393;8748;8258;7356;6127;5240;4440;3893;3130;2397;2665;105886
"Vila Medeiros";12129;12259;12722;13534;14314;13688;12490;11606;9849;8025;6863;5582;5098;3943;2743;2878;147723
"Vila Prudente";7692;7914;8493;8954;9898;9588;8972;8569;7651;6359;5537;4579;4170;3341;2595;3359;107671
"Vila Sônia";7022;7146;7452;7887;8100;7740;7405;6867;6182;5039;4068;3097;2527;1954;1383;1730;85599
"Total";882077;880619;899219;928922;976572;940586;869957;787903;675407;542218;442226;339270;290353;221387;162842;200812;10040370
Fonte: Fundação SEADE, 1996 a 2023
