População residente projetada em 01 de julho segundo ano, sexo, faixa etária e local de residência. Município de São Paulo
Populacao por Dist Adm (DA) e Faixa Etária
Período:2007
"Dist Adm (DA)";"00 a 04";"05 a 09";"10 a 14";"15 a 19";"20 a 24";"25 a 29";"30 a 34";"35 a 39";"40 a 44";"45 a 49";"50 a 54";"55 a 59";"60 a 64";"65 a 69";"70 a 74";"75 e mais";"Total"
"Jaguaré";3353;3391;3610;3748;4427;4898;4603;3898;3276;2892;2412;2012;1655;1247;994;1332;47748
"Jaraguá";13795;14829;16749;15743;16222;16334;15582;14107;12557;10717;8861;6370;4433;2910;1979;2138;173326
"Jardim Ângela";25611;25944;28283;26853;28006;28499;26052;22537;19350;14691;11818;8504;5869;3572;2339;2470;280398
"Jardim Helena";11565;11970;13471;13100;13194;12863;11754;10506;9398;7712;6359;4782;3650;2456;1765;1907;136452
"Jardim Paulista";3186;2888;3156;4090;7045;8891;8160;6756;6087;6212;6148;5588;4758;3889;3285;7040;87179
"Jardim São Luís";20234;20866;23207;22860;25699;26464;24430;21356;18528;15266;12680;9554;7037;4645;3193;3679;259698
"José Bonifácio";8835;9136;10331;10227;10982;11382;10822;9074;8274;7423;6687;5524;4103;2496;1733;1881;118910
"Lajeado";14323;14811;16869;16003;15997;15184;13880;12695;11040;8899;7308;5351;3838;2518;1719;1953;162388
"Lapa";2915;2850;3144;3605;4680;5324;5358;4973;4725;4760;4436;3780;3286;2781;2570;4915;64102
"Liberdade";3197;2984;3323;4225;6245;7231;6414;5526;4870;4506;4274;3550;2997;2241;1973;3444;67000
"Limão";5172;5300;5948;6299;7470;7338;6821;6170;5711;5323;4870;3957;3229;2363;2002;2960;80933
"Mandaqui";6163;6456;7572;7870;8967;9203;9139;8907;8367;7722;6712;5252;4355;3384;2678;3744;106491
"Marsilac";716;772;943;806;731;621;619;533;568;487;431;329;260;188;131;146;8281
"Moema";3608;3194;3491;4069;5723;7117;7485;7004;6114;6294;5935;5098;4102;3002;2589;4865;79690
"Moóca";3522;3404;3845;4472;5577;5991;5948;5772;5481;5208;4744;4010;3398;2934;2689;4950;71945
"Morumbi";2545;2665;2937;2972;3560;3821;3836;3582;3359;3099;2791;2317;1888;1410;1096;1632;43510
"Parelheiros";11085;11849;13152;12155;11556;11330;10793;9651;8637;6768;5460;3798;2665;1690;1066;1189;122844
"Pari";1029;997;1074;1219;1594;1554;1325;1207;1133;1033;897;727;691;542;564;950;16536
"Parque do Carmo";5217;5493;6022;5906;6381;6481;6042;5317;4733;3980;3456;2628;2038;1335;941;1160;67130
"Pedreira";11710;11926;13321;12919;13736;13501;12791;11134;9919;8007;6615;4775;3383;2216;1464;1773;139190
"Penha";7122;7358;8381;9025;10584;10966;10272;9632;9306;8887;8020;6612;5755;4583;4094;6284;126881
"Perdizes";4724;4705;5029;6089;9016;10193;9792;8534;8012;8040;7821;6679;5639;4184;3529;6697;108683
"Perus";6538;6815;7593;7104;7460;7143;6958;6263;5602;4439;3597;2604;1968;1308;917;1100;77409
"Pinheiros";2603;2423;2688;3241;4883;6391;6046;5194;4704;4780;4419;3947;3292;2707;2457;4934;64709
"Pirituba";10959;11111;12690;13017;14606;15274;14535;13117;12436;11402;9990;7814;6234;4629;3650;4980;166444
"Ponte Rasa";6117;6390;7455;7583;8456;8569;7832;7188;6988;6488;5886;4642;3759;2815;2303;2979;95450
"Raposo Tavares";7454;7879;8305;8494;9163;9743;9285;7926;6897;5793;4972;3880;2908;1962;1247;1509;97417
"República";2446;2112;2231;2942;5492;6542;5739;4856;4331;3798;3429;2779;2282;1702;1342;2165;54188
"Rio Pequeno";7956;8141;8990;9241;10869;11382;10612;9402;8595;7684;6536;5009;4049;2913;2269;2907;116555
"Sacomã";16618;16951;18663;19174;21886;23438;22201;19816;17904;15902;13376;10467;8175;6094;4943;6740;242348
"Santa Cecília";3616;3325;3710;4561;7239;8422;7510;6472;6067;5663;5237;4389;3678;2933;2535;4792;80149
"Santana";5345;5531;6705;7607;10287;10868;9860;9072;8908;9057;8369;7085;5885;4623;4199;7170;120571
"Santo Amaro";3084;3179;3581;4012;5015;5460;5495;5418;5101;5202;4872;4345;3724;3038;2528;4407;68461
"São Domingos";5645;5691;6335;6537;7532;7858;7376;6667;6262;5621;4906;3956;3248;2426;1886;2346;84292
"São Lucas";8660;8864;9879;10409;12098;12585;11871;11086;10350;10117;8670;7133;5984;4692;4056;5328;141782
"São Mateus";11159;11758;13598;13356;14396;14567;13352;12305;11239;9951;8562;6563;5164;3765;2811;3259;155805
"São Miguel";6688;6915;8103;8032;8751;8401;7704;7166;6804;5986;5114;3997;3225;2589;2011;2705;94191
"São Rafael";11859;12632;13590;12846;12929;12985;12267;11081;9678;7953;6291;4786;3564;2438;1570;1680;138149
"Sapopemba";21073;22223;25034;25100;26955;26528;24240;22014;20199;18044;15393;11789;9255;6361;4662;5178;284048
"Saúde";5674;5524;6138;7146;9789;11960;11620;10172;9632;9394;8984;7558;6261;5138;4387;7897;127274
"Sé";1262;1347;1479;1631;2463;2569;2324;2195;1782;1389;1157;843;644;519;385;516;22505
"Socorro";1862;2102;2380;2642;3127;3360;3083;2961;2773;2780;2539;2224;1889;1571;1203;1844;38340
"Tatuapé";4042;4319;5015;5591;6715;7244;7104;6991;6824;6886;6026;5025;4142;3439;3143;5463;87969
"Tremembé";13988;14405;16416;16306;17314;17364;16085;14948;13502;11605;9836;7678;5940;4227;3201;4394;187209
"Tucuruvi";4862;5055;5933;6681;8275;8576;7928;7232;7081;7056;6738;5808;4768;3873;3441;5538;98845
"Vila Andrade";9742;9427;9651;9073;10948;11401;11130;9920;8144;6569;4989;3413;2439;1550;1061;1303;110760
"Vila Curuçá";11900;12750;14514;13993;13869;13879;12620;11728;10364;8658;7097;5512;4270;2971;2105;2501;148731
"Vila Formosa";5190;5493;6490;6879;7943;7987;7403;6978;6881;6887;6219;5179;4291;3371;2916;4433;94540
"Vila Guilherme";2902;3019;3416;3627;4505;4797;4469;4069;3720;3557;3322;2797;2373;1931;1684;2746;52934
"Vila Jacuí";11639;11967;13540;13123;13861;13577;12389;11056;10030;8679;7119;5252;3706;2500;1771;2101;142310
"Vila Leopoldina";2134;1966;2101;2271;2819;3291;3577;3475;2842;2632;2092;1640;1318;1008;890;1517;35573
"Vila Maria";7914;8121;8884;9238;10817;11063;9725;8635;7782;7006;6114;4834;3959;3050;2632;3994;113768
"Vila Mariana";5064;4897;5513;7152;10929;12990;11519;9693;9109;9518;9183;8103;6635;5116;4363;8831;128615
"Vila Matilde";6192;6432;7440;7790;8843;9076;8625;8006;7662;7229;6485;5479;4383;3547;2953;4386;104528
"Vila Medeiros";8535;8673;9907;10463;12190;12110;10811;9836;9275;8685;8016;6403;5400;4230;3571;5157;133262
"Vila Prudente";5787;5798;6682;7222;8870;9210;8698;7902;7545;7407;6671;5504;4618;3708;3169;4921;103712
"Vila Sônia";6691;6727;7273;7824;9246;9775;9396;8248;7479;6625;5910;4793;3847;2843;2212;3390;102279
"Total";761911;782954;877449;889250;1006462;1040515;973284;872556;792135;706364;613162;485670;383273;282026;223382;329091;11019484
Fonte: Fundação SEADE, 1996 a 2023
