"","sample","interval_score","dispersion","underprediction","overprediction","coverage_deviation","bias","ae_median","rs_cir","base","week","dt_event","Median","LI","LS","LIb","LSb","casos","cov_50","cov_95"
"1",29,0.33,0.13,0.2,0,0.22,-0.5,1,"ADAMANTINA",2022-05-04,8,2022-04-13,4,4,7,4,5,5,1,1
"2",92,0.45,0.25,0.2,0,0.22,-0.5,1,"ADAMANTINA",2022-05-04,9,2022-04-20,3,2,7,2,4,4,1,1
"3",155,1.67,0.27,1.4,0,-0.18,-0.95,3,"ADAMANTINA",2022-05-04,10,2022-04-27,2,0,7,1,3,5,0,1
"4",218,1.67,0.27,1.4,0,-0.18,-0.95,3,"ADAMANTINA",2022-05-04,11,2022-05-04,2,0,7,1,3,5,0,1
"5",785,0.26,0.26,0,0,0.42,0,0,"ADAMANTINA",2022-06-08,8,2022-05-18,6,5,11,5,7,6,1,1
"6",848,5.4,0.4,5,0,-0.58,-1,9,"ADAMANTINA",2022-06-08,9,2022-05-25,6,4,14,5,8,15,0,0
"7",911,1.37,0.77,0.6,0,0.22,-0.5,3,"ADAMANTINA",2022-06-08,10,2022-06-01,6,1,18,3,9,9,1,1
"8",974,1.6,0.8,0.8,0,0.22,-0.5,4,"ADAMANTINA",2022-06-08,11,2022-06-08,6,1,21,4,10,10,1,1
"9",1793,2.18,0.58,0,1.6,-0.18,0.95,4,"ADAMANTINA",2022-06-12,8,2022-05-22,18,13,31,16,20,14,0,1
"10",1856,6.7,1.1,0,5.6,-0.58,1,10,"ADAMANTINA",2022-06-12,9,2022-05-29,22,14,44,19,27,12,0,0
"11",1919,8.52,2.32,0,6.2,-0.18,0.95,15,"ADAMANTINA",2022-06-12,10,2022-06-05,24,8,70,17,34,9,0,1
"12",1982,14.25,3.85,0,10.4,-0.18,0.95,24,"ADAMANTINA",2022-06-12,11,2022-06-12,32,8,113,22,50,8,0,1
"13",533,2.27,0.27,2,0,-0.18,-0.95,4,"ADAMANTINA",2022-07-06,8,2022-06-15,6,4,11,5,7,10,0,1
"14",596,1.8,0.4,1.4,0,-0.18,-0.95,3,"ADAMANTINA",2022-07-06,9,2022-06-22,3,0,10,1,4,6,0,1
"15",659,8.04,0.64,7.4,0,-0.58,-1,13,"ADAMANTINA",2022-07-06,10,2022-06-29,3,0,14,1,6,16,0,0
"16",722,7.17,0.57,6.6,0,-0.18,-0.95,13,"ADAMANTINA",2022-07-06,11,2022-07-06,2,0,17,1,5,15,0,1
"17",2297,2.25,0.65,0,1.6,-0.18,0.95,4,"ADAMANTINA",2022-07-20,8,2022-06-29,20,16,31,18,23,16,0,1
"18",2360,1.27,1.07,0.2,0,0.22,-0.5,1,"ADAMANTINA",2022-07-20,9,2022-07-06,14,6,33,11,19,15,1,1
"19",2423,3.17,1.97,0,1.2,0.22,0.5,6,"ADAMANTINA",2022-07-20,10,2022-07-13,16,3,50,10,25,10,1,1
"20",2486,8.7,2.9,0,5.8,-0.18,0.95,15,"ADAMANTINA",2022-07-20,11,2022-07-20,17,2,82,9,30,2,0,1
"21",1289,1.34,0.14,0,1.2,-0.58,1,2,"ADAMANTINA",2022-08-10,8,2022-07-20,4,3,7,3,4,2,0,0
"22",1352,0.38,0.38,0,0,0.42,0,0,"ADAMANTINA",2022-08-10,9,2022-07-27,4,2,10,3,6,4,1,1
"23",1415,1.08,0.68,0,0.4,0.22,0.5,2,"ADAMANTINA",2022-08-10,10,2022-08-03,5,1,19,3,8,3,1,1
"24",1478,1.3,0.7,0.6,0,0.22,-0.5,3,"ADAMANTINA",2022-08-10,11,2022-08-10,4,0,20,2,7,7,1,1
"25",2549,3.13,0.13,0,3,-0.58,1,3,"ADAMANTINA",2022-08-24,8,2022-08-03,6,6,9,6,7,3,0,0
"26",2612,2.26,0.26,2,0,-0.18,-0.95,4,"ADAMANTINA",2022-08-24,9,2022-08-10,3,2,8,2,4,7,0,1
"27",2675,1.1,0.5,0.6,0,0.22,-0.5,3,"ADAMANTINA",2022-08-24,10,2022-08-17,2,0,10,1,5,5,1,1
"28",2738,0.72,0.52,0,0.2,0.22,0.5,1,"ADAMANTINA",2022-08-24,11,2022-08-24,3,0,12,1,5,2,1,1
"29",281,0.12,0.12,0,0,0.42,0,0,"ADAMANTINA",2022-11-05,8,2022-10-15,0,0,2,0,1,0,1,1
"30",344,0.13,0.13,0,0,0.42,0,0,"ADAMANTINA",2022-11-05,9,2022-10-22,3,3,6,3,4,3,1,1
"31",407,0.26,0.26,0,0,0.42,0,0,"ADAMANTINA",2022-11-05,10,2022-10-29,1,0,6,0,2,1,1,1
"32",470,1.67,0.27,1.4,0,-0.18,-0.95,3,"ADAMANTINA",2022-11-05,11,2022-11-05,1,0,7,0,2,4,0,1
"33",1541,0.31,0.31,0,0,0.42,0,0,"ADAMANTINA",2022-12-10,8,2022-11-19,4,3,14,3,5,4,1,1
"34",1604,0.61,0.41,0.2,0,0.22,-0.5,1,"ADAMANTINA",2022-12-10,9,2022-11-26,3,1,12,2,5,4,1,1
"35",1667,0.59,0.59,0,0,0.42,0,0,"ADAMANTINA",2022-12-10,10,2022-12-03,4,0,19,2,6,4,1,1
"36",1730,6.49,0.89,5.6,0,-0.18,-0.95,12,"ADAMANTINA",2022-12-10,11,2022-12-10,4,0,29,2,8,16,0,1
"37",2801,2.18,0.38,0,1.8,-0.58,1,3,"ADAMANTINA",2023-01-28,8,2023-01-07,6,4,12,5,8,3,0,0
"38",2864,1.35,0.55,0,0.8,-0.18,0.95,2,"ADAMANTINA",2023-01-28,9,2023-01-14,9,5,20,8,12,7,0,1
"39",2927,3.01,0.81,0,2.2,-0.18,0.95,5,"ADAMANTINA",2023-01-28,10,2023-01-21,6,1,22,4,10,1,0,1
"40",2990,2.32,1.12,0,1.2,-0.18,0.95,4,"ADAMANTINA",2023-01-28,11,2023-01-28,6,0,32,3,11,2,0,1
"41",2045,0.13,0.13,0,0,0.42,0,0,"ADAMANTINA",2023-02-18,8,2023-01-29,2,2,5,2,3,2,1,1
"42",2108,0.25,0.25,0,0,0.42,0,0,"ADAMANTINA",2023-02-18,9,2023-02-05,2,1,6,1,3,2,1,1
"43",2171,0.26,0.26,0,0,0.42,0,0,"ADAMANTINA",2023-02-18,10,2023-02-12,1,0,6,0,2,1,1,1
"44",2234,0.47,0.27,0,0.2,0.22,0.5,1,"ADAMANTINA",2023-02-18,11,2023-02-19,1,0,7,0,2,0,1,1
"45",1037,0.12,0.12,0,0,0.42,0,0,"ADAMANTINA",2023-03-10,8,2023-02-18,0,0,2,0,1,0,1,1
"46",1100,0.34,0.14,0,0.2,0.22,0.5,1,"ADAMANTINA",2023-03-10,9,2023-02-25,1,0,4,0,1,0,1,1
"47",1163,0.77,0.37,0.4,0,0.22,-0.5,2,"ADAMANTINA",2023-03-10,10,2023-03-04,3,2,9,2,5,5,1,1
"48",1226,0.45,0.45,0,0,0.42,0,0,"ADAMANTINA",2023-03-10,11,2023-03-11,2,0,15,1,4,2,1,1
"49",3053,2.11,0.31,0,1.8,-0.58,1,3,"ADAMANTINA",2023-04-28,8,2023-04-07,3,1,12,2,4,0,0,0
"50",3116,0.43,0.43,0,0,0.42,0,0,"ADAMANTINA",2023-04-28,9,2023-04-14,2,0,13,1,4,2,1,1
"51",3179,0.59,0.59,0,0,0.42,0,0,"ADAMANTINA",2023-04-28,10,2023-04-21,2,0,19,1,5,2,1,1
"52",3242,1.05,0.65,0.4,0,0.22,-0.5,2,"ADAMANTINA",2023-04-28,11,2023-04-28,2,0,25,1,5,4,1,1
"53",27,0.01,0.01,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-05-04,8,2022-04-13,1,1,2,1,1,1,1,1
"54",90,0.62,0.02,0.6,0,-0.18,-0.95,1,"ALTA ANHANGUERA",2022-05-04,9,2022-04-20,0,0,2,0,0,1,0,1
"55",153,0.92,0.12,0.8,0,-0.18,-0.95,2,"ALTA ANHANGUERA",2022-05-04,10,2022-04-27,0,0,2,0,1,2,0,1
"56",216,2.22,0.02,2.2,0,-0.58,-1,3,"ALTA ANHANGUERA",2022-05-04,11,2022-05-04,0,0,2,0,0,3,0,0
"57",783,0.89,0.49,0.4,0,0.22,-0.5,2,"ALTA ANHANGUERA",2022-06-08,8,2022-05-18,5,3,22,4,7,7,1,1
"58",846,0.91,0.71,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-06-08,9,2022-05-25,5,2,33,4,8,6,1,1
"59",909,1.6,1.2,0.4,0,0.22,-0.5,2,"ALTA ANHANGUERA",2022-06-08,10,2022-06-01,8,1,41,5,13,10,1,1
"60",972,3.19,1.79,0,1.4,-0.18,0.95,5,"ALTA ANHANGUERA",2022-06-08,11,2022-06-08,11,2,61,7,19,6,0,1
"61",1791,0.78,0.78,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-06-12,8,2022-05-22,6,3,31,4,9,6,1,1
"62",1854,1.22,1.22,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-06-12,9,2022-05-29,8,3,45,5,13,8,1,1
"63",1917,3.82,1.82,0,2,-0.18,0.95,6,"ALTA ANHANGUERA",2022-06-12,10,2022-06-05,13,4,66,9,21,7,0,1
"64",1980,4.7,3.3,0,1.4,0.22,0.5,7,"ALTA ANHANGUERA",2022-06-12,11,2022-06-12,18,4,114,10,32,11,1,1
"65",531,2,0.6,0,1.4,-0.18,0.95,3,"ALTA ANHANGUERA",2022-07-06,8,2022-06-15,12,9,29,11,15,9,0,1
"66",594,1.92,0.72,1.2,0,-0.18,-0.95,4,"ALTA ANHANGUERA",2022-07-06,9,2022-06-22,12,7,29,10,15,16,0,1
"67",657,1.13,1.13,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-07-06,10,2022-06-29,9,2,35,6,14,9,1,1
"68",720,3.2,1.8,0,1.4,-0.18,0.95,5,"ALTA ANHANGUERA",2022-07-06,11,2022-07-06,10,1,61,6,18,5,0,1
"69",2295,2.27,0.27,2,0,-0.18,-0.95,4,"ALTA ANHANGUERA",2022-07-20,8,2022-06-29,5,3,10,4,6,9,0,1
"70",2358,0.6,0.4,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2022-07-20,9,2022-07-06,6,3,13,5,8,5,1,1
"71",2421,0.57,0.57,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-07-20,10,2022-07-13,4,0,17,3,7,4,1,1
"72",2484,1.01,0.81,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2022-07-20,11,2022-07-20,4,0,21,2,8,3,1,1
"73",1287,2.13,0.13,0,2,-0.58,1,2,"ALTA ANHANGUERA",2022-08-10,8,2022-07-20,5,5,8,5,6,3,0,0
"74",1350,0.45,0.25,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-08-10,9,2022-07-27,3,2,7,2,4,4,1,1
"75",1413,0.59,0.39,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-08-10,10,2022-08-03,2,0,9,1,4,3,1,1
"76",1476,0.61,0.41,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-08-10,11,2022-08-10,2,0,11,1,4,3,1,1
"77",2547,0.62,0.02,0.6,0,-0.18,-0.95,1,"ALTA ANHANGUERA",2022-08-24,8,2022-08-03,2,2,4,2,2,3,0,1
"78",2610,0.93,0.13,0.8,0,-0.18,-0.95,2,"ALTA ANHANGUERA",2022-08-24,9,2022-08-10,1,1,4,1,2,3,0,1
"79",2673,0.26,0.26,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-08-24,10,2022-08-17,1,0,6,0,2,1,1,1
"80",2736,0.26,0.26,0,0,0.42,0,0,"ALTA ANHANGUERA",2022-08-24,11,2022-08-24,1,0,6,0,2,1,1,1
"81",279,0.54,0.34,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2022-11-05,8,2022-10-15,2,1,15,1,3,1,1,1
"82",342,0.69,0.49,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2022-11-05,9,2022-10-22,1,0,19,0,3,0,1,1
"83",405,0.77,0.57,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2022-11-05,10,2022-10-29,3,1,28,2,5,2,1,1
"84",468,1.28,0.88,0,0.4,0.22,0.5,2,"ALTA ANHANGUERA",2022-11-05,11,2022-11-05,3,0,38,1,6,1,1,1
"85",1539,0.67,0.47,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-12-10,8,2022-11-19,2,1,18,1,4,3,1,1
"86",1602,0.86,0.66,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-12-10,9,2022-11-26,4,2,28,3,7,5,1,1
"87",1665,3.75,1.35,2.4,0,-0.18,-0.95,8,"ALTA ANHANGUERA",2022-12-10,10,2022-12-03,8,2,47,5,14,16,0,1
"88",1728,2.94,2.74,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2022-12-10,11,2022-12-10,11,1,95,5,23,12,1,1
"89",2799,0.33,0.13,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2023-01-28,8,2023-01-07,4,4,7,4,5,5,1,1
"90",2862,0.34,0.14,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2023-01-28,9,2023-01-14,0,0,4,0,1,1,1,1
"91",2925,0.46,0.26,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2023-01-28,10,2023-01-21,1,0,6,0,2,0,1,1
"92",2988,0.46,0.26,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2023-01-28,11,2023-01-28,1,0,6,0,2,2,1,1
"93",2043,0.01,0.01,0,0,0.42,0,0,"ALTA ANHANGUERA",2023-02-18,8,2023-01-29,2,2,3,2,2,2,1,1
"94",2106,0.12,0.12,0,0,0.42,0,0,"ALTA ANHANGUERA",2023-02-18,9,2023-02-05,2,2,4,2,3,2,1,1
"95",2169,0.25,0.25,0,0,0.42,0,0,"ALTA ANHANGUERA",2023-02-18,10,2023-02-12,1,0,5,0,2,1,1,1
"96",2232,0.27,0.27,0,0,0.42,0,0,"ALTA ANHANGUERA",2023-02-18,11,2023-02-19,1,0,7,0,2,1,1,1
"97",1035,0.32,0.12,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2023-03-10,8,2023-02-18,0,0,2,0,1,1,1,1
"98",1098,0.33,0.13,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2023-03-10,9,2023-02-25,0,0,3,0,1,1,1,1
"99",1161,0.15,0.15,0,0,0.42,0,0,"ALTA ANHANGUERA",2023-03-10,10,2023-03-04,0,0,5,0,1,0,1,1
"100",1224,0.36,0.16,0.2,0,0.22,-0.5,1,"ALTA ANHANGUERA",2023-03-10,11,2023-03-11,0,0,6,0,1,1,1,1
"101",3051,1.57,0.57,0,1,-0.18,0.95,3,"ALTA ANHANGUERA",2023-04-28,8,2023-04-07,4,1,18,2,6,1,0,1
"102",3114,2.23,0.63,0,1.6,-0.18,0.95,4,"ALTA ANHANGUERA",2023-04-28,9,2023-04-14,4,0,23,2,6,0,0,1
"103",3177,1.92,0.92,0,1,-0.18,0.95,3,"ALTA ANHANGUERA",2023-04-28,10,2023-04-21,4,0,32,2,8,1,0,1
"104",3240,1.45,1.25,0,0.2,0.22,0.5,1,"ALTA ANHANGUERA",2023-04-28,11,2023-04-28,5,0,45,3,11,4,1,1
"105",28,1.02,0.02,0,1,-0.58,1,1,"ALTA MOGIANA",2022-05-04,8,2022-04-13,1,1,3,1,1,0,0,0
"106",91,0.62,0.02,0.6,0,-0.18,-0.95,1,"ALTA MOGIANA",2022-05-04,9,2022-04-20,0,0,2,0,0,1,0,1
"107",154,0.02,0.02,0,0,0.42,0,0,"ALTA MOGIANA",2022-05-04,10,2022-04-27,0,0,2,0,0,0,1,1
"108",217,0.62,0.02,0.6,0,-0.18,-0.95,1,"ALTA MOGIANA",2022-05-04,11,2022-05-04,0,0,2,0,0,1,0,1
"109",784,0.37,0.37,0,0,0.42,0,0,"ALTA MOGIANA",2022-06-08,8,2022-05-18,1,0,17,0,2,1,1,1
"110",847,1.22,0.62,0.6,0,0.22,-0.5,3,"ALTA MOGIANA",2022-06-08,9,2022-05-25,3,2,24,2,6,6,1,1
"111",910,1.06,0.86,0.2,0,0.22,-0.5,1,"ALTA MOGIANA",2022-06-08,10,2022-06-01,3,0,36,1,6,4,1,1
"112",973,1.77,1.37,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2022-06-08,11,2022-06-08,3,0,57,1,9,1,1,1
"113",1792,0.92,0.72,0.2,0,0.22,-0.5,1,"ALTA MOGIANA",2022-06-12,8,2022-05-22,2,0,32,1,5,3,1,1
"114",1855,1.23,1.23,0,0,0.42,0,0,"ALTA MOGIANA",2022-06-12,9,2022-05-29,6,3,56,4,11,6,1,1
"115",1918,3.25,2.05,0,1.2,-0.18,0.95,4,"ALTA MOGIANA",2022-06-12,10,2022-06-05,7,1,86,4,16,3,0,1
"116",1981,8.14,3.54,0,4.6,-0.58,1,11,"ALTA MOGIANA",2022-06-12,11,2022-06-12,11,1,155,5,25,0,0,0
"117",532,0.52,0.32,0,0.2,0.22,0.5,1,"ALTA MOGIANA",2022-07-06,8,2022-06-15,2,1,13,1,3,1,1,1
"118",595,0.64,0.44,0,0.2,0.22,0.5,1,"ALTA MOGIANA",2022-07-06,9,2022-06-22,1,0,14,0,3,0,1,1
"119",658,1.28,0.48,0.8,0,-0.18,-0.95,2,"ALTA MOGIANA",2022-07-06,10,2022-06-29,2,0,18,0,3,4,0,1
"120",721,1.17,0.77,0.4,0,0.22,-0.5,2,"ALTA MOGIANA",2022-07-06,11,2022-07-06,2,0,27,0,5,4,1,1
"121",2296,4.46,0.86,0,3.6,-0.58,1,6,"ALTA MOGIANA",2022-07-20,8,2022-06-29,10,6,32,8,14,4,0,0
"122",2359,1.53,1.13,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2022-07-20,9,2022-07-06,6,0,33,3,11,4,1,1
"123",2422,2.97,1.57,0,1.4,-0.18,0.95,5,"ALTA MOGIANA",2022-07-20,10,2022-07-13,7,0,47,3,14,2,0,1
"124",2485,3.44,2.04,0,1.4,-0.18,0.95,5,"ALTA MOGIANA",2022-07-20,11,2022-07-20,8,0,74,4,17,3,0,1
"125",1288,0.45,0.25,0.2,0,0.22,-0.5,1,"ALTA MOGIANA",2022-08-10,8,2022-07-20,2,1,6,1,3,3,1,1
"126",1351,0.27,0.27,0,0,0.42,0,0,"ALTA MOGIANA",2022-08-10,9,2022-07-27,1,0,7,0,2,1,1,1
"127",1414,2.6,0.4,2.2,0,-0.18,-0.95,5,"ALTA MOGIANA",2022-08-10,10,2022-08-03,1,0,10,0,3,6,0,1
"128",1477,0.93,0.53,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2022-08-10,11,2022-08-10,2,0,13,0,4,0,1,1
"129",2548,1.67,0.27,1.4,0,-0.18,-0.95,3,"ALTA MOGIANA",2022-08-24,8,2022-08-03,3,2,9,2,4,6,0,1
"130",2611,1.11,0.31,0,0.8,-0.18,0.95,2,"ALTA MOGIANA",2022-08-24,9,2022-08-10,2,0,11,1,3,0,0,1
"131",2674,0.64,0.44,0,0.2,0.22,0.5,1,"ALTA MOGIANA",2022-08-24,10,2022-08-17,2,0,14,1,4,1,1,1
"132",2737,1.03,0.63,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2022-08-24,11,2022-08-24,3,0,23,1,5,1,1,1
"133",280,0.15,0.15,0,0,0.42,0,0,"ALTA MOGIANA",2022-11-05,8,2022-10-15,0,0,5,0,1,0,1,1
"134",343,0.15,0.15,0,0,0.42,0,0,"ALTA MOGIANA",2022-11-05,9,2022-10-22,0,0,5,0,1,0,1,1
"135",406,0.36,0.16,0.2,0,0.22,-0.5,1,"ALTA MOGIANA",2022-11-05,10,2022-10-29,0,0,6,0,1,1,1,1
"136",469,0.39,0.19,0.2,0,0.22,-0.5,1,"ALTA MOGIANA",2022-11-05,11,2022-11-05,0,0,9,0,1,1,1,1
"137",1540,1.42,1.02,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2022-12-10,8,2022-11-19,2,0,52,0,5,0,1,1
"138",1603,2.45,1.45,0,1,-0.18,0.95,3,"ALTA MOGIANA",2022-12-10,9,2022-11-26,4,1,76,2,9,1,0,1
"139",1666,2.64,2.24,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2022-12-10,10,2022-12-03,4,0,114,1,12,2,1,1
"140",1729,4.63,3.83,0,0.8,0.22,0.5,4,"ALTA MOGIANA",2022-12-10,11,2022-12-10,6,0,203,2,20,2,1,1
"141",2800,0.25,0.25,0,0,0.42,0,0,"ALTA MOGIANA",2023-01-28,8,2023-01-07,1,0,5,0,2,1,1,1
"142",2863,0.47,0.27,0,0.2,0.22,0.5,1,"ALTA MOGIANA",2023-01-28,9,2023-01-14,1,0,7,0,2,0,1,1
"143",2926,0.6,0.4,0,0.2,0.22,0.5,1,"ALTA MOGIANA",2023-01-28,10,2023-01-21,1,0,10,0,3,0,1,1
"144",2989,0.67,0.47,0.2,0,0.22,-0.5,1,"ALTA MOGIANA",2023-01-28,11,2023-01-28,1,0,17,0,3,2,1,1
"145",2044,0.14,0.14,0,0,0.42,0,0,"ALTA MOGIANA",2023-02-18,8,2023-01-29,2,2,6,2,3,2,1,1
"146",2107,0.15,0.15,0,0,0.42,0,0,"ALTA MOGIANA",2023-02-18,9,2023-02-05,0,0,5,0,1,0,1,1
"147",2170,0.48,0.28,0,0.2,0.22,0.5,1,"ALTA MOGIANA",2023-02-18,10,2023-02-12,1,0,8,0,2,0,1,1
"148",2233,0.42,0.42,0,0,0.42,0,0,"ALTA MOGIANA",2023-02-18,11,2023-02-19,1,0,12,0,3,1,1,1
"149",1036,0.02,0.02,0,0,0.42,0,0,"ALTA MOGIANA",2023-03-10,8,2023-02-18,0,0,2,0,0,0,1,1
"150",1099,0.63,0.03,0.6,0,-0.18,-0.95,1,"ALTA MOGIANA",2023-03-10,9,2023-02-25,0,0,3,0,0,1,0,1
"151",1162,0.14,0.14,0,0,0.42,0,0,"ALTA MOGIANA",2023-03-10,10,2023-03-04,0,0,4,0,1,0,1,1
"152",1225,0.18,0.18,0,0,0.42,0,0,"ALTA MOGIANA",2023-03-10,11,2023-03-11,0,0,8,0,1,0,1,1
"153",3052,1.53,1.13,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2023-04-28,8,2023-04-07,2,0,63,0,5,0,1,1
"154",3115,2.47,2.07,0,0.4,0.22,0.5,2,"ALTA MOGIANA",2023-04-28,9,2023-04-14,2,0,127,0,8,0,1,1
"155",3178,4.33,3.33,0,1,-0.18,0.95,3,"ALTA MOGIANA",2023-04-28,10,2023-04-21,3,0,213,1,13,0,0,1
"156",3241,7.98,6.58,0,1.4,-0.18,0.95,5,"ALTA MOGIANA",2023-04-28,11,2023-04-28,5,0,428,1,24,0,0,1
"157",38,0.66,0.26,0.4,0,0.22,-0.5,2,"ALTA PAULISTA",2022-05-04,8,2022-04-13,10,9,15,10,12,12,1,1
"158",101,0.4,0.4,0,0,0.42,0,0,"ALTA PAULISTA",2022-05-04,9,2022-04-20,6,3,13,5,8,6,1,1
"159",164,1.26,0.66,0.6,0,0.22,-0.5,3,"ALTA PAULISTA",2022-05-04,10,2022-04-27,6,1,17,4,9,9,1,1
"160",227,7.1,0.9,6.2,0,-0.18,-0.95,13,"ALTA PAULISTA",2022-05-04,11,2022-05-04,7,1,21,4,11,20,0,1
"161",794,8.19,0.39,0,7.8,-0.58,1,9,"ALTA PAULISTA",2022-06-08,8,2022-05-18,24,22,31,23,26,15,0,0
"162",857,6.07,0.67,5.4,0,-0.18,-0.95,11,"ALTA PAULISTA",2022-06-08,9,2022-05-25,19,15,32,17,22,30,0,1
"163",920,3.09,1.69,1.4,0,0.22,-0.5,7,"ALTA PAULISTA",2022-06-08,10,2022-06-01,16,4,43,11,24,23,1,1
"164",983,3.15,2.15,0,1,0.22,0.5,5,"ALTA PAULISTA",2022-06-08,11,2022-06-08,22,7,62,16,32,17,1,1
"165",1802,0.72,0.52,0.2,0,0.22,-0.5,1,"ALTA PAULISTA",2022-06-12,8,2022-05-22,27,24,36,25,29,28,1,1
"166",1865,0.98,0.78,0.2,0,0.22,-0.5,1,"ALTA PAULISTA",2022-06-12,9,2022-05-29,28,22,40,26,32,29,1,1
"167",1928,8.18,1.98,0,6.2,-0.18,0.95,15,"ALTA PAULISTA",2022-06-12,10,2022-06-05,28,12,60,21,36,13,0,1
"168",1991,11.31,3.31,0,8,-0.18,0.95,20,"ALTA PAULISTA",2022-06-12,11,2022-06-12,35,13,94,25,50,15,0,1
"169",542,6.07,0.27,0,5.8,-0.58,1,7,"ALTA PAULISTA",2022-07-06,8,2022-06-15,20,18,25,19,21,13,0,0
"170",605,4.52,0.52,4,0,-0.18,-0.95,8,"ALTA PAULISTA",2022-07-06,9,2022-06-22,14,10,22,12,16,22,0,1
"171",668,1.5,1.3,0.2,0,0.22,-0.5,1,"ALTA PAULISTA",2022-07-06,10,2022-06-29,14,6,36,10,20,15,1,1
"172",731,2.71,1.91,0.8,0,0.22,-0.5,4,"ALTA PAULISTA",2022-07-06,11,2022-07-06,13,2,53,8,22,17,1,1
"173",2306,0.86,0.26,0,0.6,-0.18,0.95,1,"ALTA PAULISTA",2022-07-20,8,2022-06-29,16,15,21,16,18,15,0,1
"174",2369,0.71,0.51,0,0.2,0.22,0.5,1,"ALTA PAULISTA",2022-07-20,9,2022-07-06,18,14,25,16,20,17,1,1
"175",2432,2.05,1.05,1,0,0.22,-0.5,5,"ALTA PAULISTA",2022-07-20,10,2022-07-13,9,2,27,6,14,14,1,1
"176",2495,2.44,1.64,0.8,0,0.22,-0.5,4,"ALTA PAULISTA",2022-07-20,11,2022-07-20,11,2,46,6,18,15,1,1
"177",1298,1.53,0.13,1.4,0,-0.18,-0.95,3,"ALTA PAULISTA",2022-08-10,8,2022-07-20,12,12,15,12,13,15,0,1
"178",1361,1.87,0.27,1.6,0,-0.18,-0.95,4,"ALTA PAULISTA",2022-08-10,9,2022-07-27,8,7,14,8,10,12,0,1
"179",1424,4.86,0.66,4.2,0,-0.18,-0.95,9,"ALTA PAULISTA",2022-08-10,10,2022-08-03,5,1,17,3,8,14,0,1
"180",1487,5.63,0.83,4.8,0,-0.18,-0.95,10,"ALTA PAULISTA",2022-08-10,11,2022-08-10,6,0,23,3,9,16,0,1
"181",2558,4.45,0.25,0,4.2,-0.58,1,5,"ALTA PAULISTA",2022-08-24,8,2022-08-03,19,18,23,18,20,14,0,0
"182",2621,6.87,0.27,6.6,0,-0.58,-1,9,"ALTA PAULISTA",2022-08-24,9,2022-08-10,7,5,12,6,8,16,0,0
"183",2684,1.39,0.79,0.6,0,0.22,-0.5,3,"ALTA PAULISTA",2022-08-24,10,2022-08-17,6,1,20,4,10,9,1,1
"184",2747,1.88,1.08,0.8,0,0.22,-0.5,4,"ALTA PAULISTA",2022-08-24,11,2022-08-24,7,1,29,4,12,11,1,1
"185",290,1.14,0.14,0,1,-0.58,1,1,"ALTA PAULISTA",2022-11-05,8,2022-10-15,8,8,12,8,9,7,0,0
"186",353,0.27,0.27,0,0,0.42,0,0,"ALTA PAULISTA",2022-11-05,9,2022-10-22,9,7,14,8,10,9,1,1
"187",416,1.65,0.65,0,1,-0.18,0.95,3,"ALTA PAULISTA",2022-11-05,10,2022-10-29,8,3,18,6,11,5,0,1
"188",479,0.97,0.77,0,0.2,0.22,0.5,1,"ALTA PAULISTA",2022-11-05,11,2022-11-05,7,2,19,5,11,6,1,1
"189",1550,1.54,0.14,1.4,0,-0.18,-0.95,3,"ALTA PAULISTA",2022-12-10,8,2022-11-19,6,6,10,6,7,9,0,1
"190",1613,5.25,0.25,5,0,-0.58,-1,7,"ALTA PAULISTA",2022-12-10,9,2022-11-26,4,3,8,3,5,11,0,0
